	65	65	70	70	75	75	
300	43.775	247.84	47.369	261.69	51.538	-82.837	
310	54.335	231.22	64.054	229.54	77.661	223.33	
320	64.699	173.7	67.156	128.88	62.169	85.122	
330	55.602	119.83	51.627	92.044	48.098	67.542	
340	46.186	103.3	43.662	83.459	42.27	63.695	
350	40.978	100.52	39.442	83.924	38.894	65.824	
360	38.117	104.48	36.822	89.863	36.334	72.466	
370	35.684	113.86	33.935	101.32	32.714	84.566	
380	32.539	124.65	29.751	114.22	26.995	98.053	
390	29.611	135.19	25.629	127.26	20.895	112.15	
400	27.251	145.78	22.182	141.31	15.402	129.74	
410	25.469	156.75	19.612	157.14	11.274	155.74	
420	24.166	167.97	17.974	174.48	9.6213	191.98	
430	23.295	179.12	17.302	192.07	10.821	225.59	
440	22.819	189.85	17.482	208.4	13.479	247.51	
450	22.692	199.88	18.284	222.45	16.416	261.25	
460	22.853	209.04	19.461	234.02	19.191	-89.484	
470	23.241	217.23	20.826	243.35	21.688	-82.802	
480	23.802	224.46	22.264	250.85	23.907	-77.763	
490	24.493	230.77	23.709	256.89	25.883	-73.86	
500	25.28	236.23	25.131	261.78	27.661	-70.793	
510	26.139	240.93	26.522	265.74	29.285	-68.373	
520	27.057	244.95	27.883	268.95	30.794	-66.471	
530	28.025	248.35	29.222	-88.465	32.223	-64.996	
540	29.039	251.22	30.553	-86.403	33.602	-63.883	
550	30.1	253.6	31.889	-84.791	34.96	-63.079	
560	31.211	255.55	33.245	-83.569	36.322	-62.542	
570	32.379	257.11	34.638	-82.691	37.714	-62.239	
580	33.609	258.31	36.084	-82.119	39.156	-62.138	
590	34.91	259.18	37.599	-81.821	40.672	-62.21	
600	36.29	259.74	39.201	-81.771	42.284	-62.428	
610	37.76	260.02	40.905	-81.947	44.011	-62.764	
620	39.327	260.03	42.727	-82.331	45.873	-63.188	
630	41.001	259.77	44.683	-82.908	47.89	-63.666	
640	42.789	259.25	46.788	-83.667	50.078	-64.161	
650	44.699	258.48	49.054	-84.602	52.45	-64.628	
660	46.734	257.43	51.492	-85.709	55.015	-65.009	
670	48.899	256.11	54.108	-86.993	57.776	-65.234	
680	51.189	254.47	56.904	-88.469	60.726	-65.202	
690	53.599	252.49	59.876	269.83	63.848	-64.774	
700	56.116	250.1	63.014	267.87	67.109	-63.732	
710	58.717	247.22	66.297	265.54	70.459	-61.729	
720	61.372	243.73	69.696	262.68	73.816	-58.154	
730	64.036	239.49	73.168	258.99	77.048	-51.881	
740	66.646	234.26	76.652	253.84	79.921	-40.821	
750	69.121	227.79	80.047	245.8	81.982	-21.984	
760	71.351	219.75	83.139	231.09	82.571	4.0076	
770	73.2	209.88	85.296	200.49	81.498	27.512	
780	74.516	198.21	85.204	155.91	79.39	42.625	
790	75.169	185.26	83.106	127.9	76.868	51.411	
800	75.11	172.13	80.362	114.47	74.249	56.592	
810	74.404	160.03	77.514	107.06	71.675	59.746	
820	73.195	149.67	74.727	102.33	69.213	61.708	
830	71.65	141.18	72.063	98.996	66.892	62.934	
840	69.908	134.34	69.544	96.468	64.721	63.685	
850	68.073	128.85	67.179	94.457	62.701	64.123	
860	66.214	124.4	64.968	92.799	60.828	64.347	
870	64.377	120.77	62.906	91.398	59.094	64.425	
880	62.591	117.75	60.987	90.19	57.49	64.401	
890	60.873	115.23	59.201	89.135	56.006	64.309	
900	59.232	113.09	57.541	88.203	54.631	64.168	
910	57.674	111.27	55.996	87.374	53.357	63.996	
920	56.198	109.69	54.559	86.632	52.174	63.805	
930	54.803	108.33	53.219	85.965	51.075	63.602	
940	53.488	107.14	51.969	85.363	50.051	63.394	
950	52.248	106.1	50.802	84.819	49.097	63.186	
960	51.079	105.19	49.71	84.327	48.204	62.98	
970	49.978	104.38	48.687	83.88	47.368	62.78	
980	48.939	103.67	47.727	83.476	46.584	62.587	
990	47.959	103.04	46.825	83.11	45.846	62.402	
1000	47.034	102.49	45.976	82.778	45.152	62.226	
