a1,a2,a3,a4,a5,a6,intercept,T,A,B,C
3.143732023456246e-12,7.858296363520634e-10,2.702964442545279e-07,-6.76332024698989e-10,5.237492567856967e-13,-1.3036615588600093e-16,41.804778497035954,131,1.305,0.009,0.000370
3.174968624420322e-12,7.936377612344085e-10,2.729821530961649e-07,-6.817118207008864e-10,5.274284115085201e-13,-1.3121144131081364e-16,41.67546159686969,131,1.305,0.009,0.000400
3.1543980975312662e-12,7.884958034447787e-10,2.7121350687783166e-07,-6.791772381202658e-10,5.2615615503417e-13,-1.309938705703475e-16,42.01462208020974,131,1.305,0.0105,0.0001
3.050716462148317e-12,7.625787984382852e-10,2.6229900723168554e-07,-6.609867544152908e-10,5.135623808614665e-13,-1.2807540327399476e-16,42.36094968118313,131,1.305,0.01,0.0001
5.572162068289301e-12,1.3928574208309004e-09,4.790917476290678e-07,-1.1039690119361484e-09,8.200449751836783e-13,-1.989953311585317e-16,35.72126248339957,131,1.355,0.0095,0.0001
5.475631767980252e-12,1.3687280144820475e-09,4.707921160939501e-07,-1.0872913739872446e-09,8.086388083355507e-13,-1.9637848402442491e-16,36.07872407142976,131,1.355,0.009,0.0001
5.759862598912726e-12,1.4397763920240533e-09,4.952301543599225e-07,-1.1363649755974166e-09,8.42181138673233e-13,-2.0406984486731065e-16,35.02399596482337,131,1.355,0.0105,0.0001
5.666889790576679e-12,1.4165362418615484e-09,4.872363943405105e-07,-1.1203233916389375e-09,8.312228680835633e-13,-2.0155834610781114e-16,35.36970757671488,131,1.355,0.01,0.0001
8.166590029794739e-12,2.041379245686949e-09,7.021594894332146e-07,-1.5523362500352216e-09,1.1261170037978917e-12,-2.6902511407438655e-16,27.750917537594127,131,1.405,0.0095,0.0001
8.092964119478045e-12,2.0229751845299744e-09,6.958291664414783e-07,-1.539956072451519e-09,1.1178402608935783e-12,-2.671627908868024e-16,28.06470204640634,131,1.405,0.009,0.0001
8.307941003410681e-12,2.0767123499845974e-09,7.143127833040953e-07,-1.5760498358342333e-09,1.141937973572203e-12,-2.7257833929726504e-16,27.14376253966165,131,1.405,0.0105,0.0001
8.238215376658988e-12,2.059283231663971e-09,7.08317804899631e-07,-1.5643614134408571e-09,1.1341452785032515e-12,-2.708292912777423e-16,27.44401966452253,131,1.405,0.01,0.0001
1.0308300387673722e-11,2.5767365458590996e-09,8.863027952661313e-07,-1.9107562789121025e-09,1.3641848908573691e-12,-3.2221778829470867e-16,19.816047683452986,131,1.455,0.0095,0.0001
1.0270582459978515e-11,2.56730830108412e-09,8.830598236943496e-07,-1.905003484794397e-09,1.3606718923487691e-12,-3.2149190095002053e-16,20.051749533151458,131,1.455,0.009,0.0001
1.0377504523146864e-11,2.594035310039451e-09,8.922529380076326e-07,-1.9211499567725906e-09,1.3704306923535584e-12,-3.2348679951669553e-16,19.36410592265503,131,1.455,0.0105,0.0001
1.0343896624118023e-11,2.5856344374847144e-09,8.893633448042575e-07,-1.9161300224145263e-09,1.3674316356691776e-12,-3.2288124696147425e-16,19.586915582725368,131,1.455,0.01,0.0001
1.1406560110229394e-11,2.8512654605148304e-09,9.807307132191746e-07,-2.0728934338584006e-09,1.4594524823650797e-12,-3.4106389328495343e-16,13.377121818121196,131,1.505,0.0095,0.0001
1.1405214682514834e-11,2.850929146429671e-09,9.80615032326039e-07,-2.073681253222838e-09,1.4605492787844346e-12,-3.414207383630519e-16,13.513134158220836,131,1.505,0.009,0.0001
1.1405703631744877e-11,2.8510513716465494e-09,9.80657076833678e-07,-2.0707094610357193e-09,1.4568446647901567e-12,-3.4025543797674825e-16,13.119896177661396,131,1.505,0.0105,0.0001
1.1406733545776869e-11,2.851308815028119e-09,9.807456267534526e-07,-2.071904836389043e-09,1.458219100343216e-12,-3.406758297093724e-16,13.24603336854706,131,1.505,0.01,0.0001
1.1525376635514413e-11,2.8809657378783407e-09,9.909465613375978e-07,-2.0576515610689367e-09,1.429191024317264e-12,-3.3035439089608715e-16,9.222476838375307,131,1.555,0.0095,0.0001
1.1549124466111994e-11,2.886901914613057e-09,9.929883873882538e-07,-2.062805969026287e-09,1.4332877417139853e-12,-3.314014371268143e-16,9.271058018131932,131,1.555,0.009,0.0001
1.1475455397459396e-11,2.8684870698018516e-09,9.86654359217485e-07,-2.0469350274249503e-09,1.4207240703802932e-12,-3.2819842120345107e-16,9.136767550369285,131,1.555,0.0105,0.0001
1.1500811226237475e-11,2.8748251933075793e-09,9.88834440236853e-07,-2.05235918439439e-09,1.4250014142474593e-12,-3.2928626039053915e-16,9.177717838366625,131,1.555,0.01,0.0001
5.353547849468906e-12,1.3382110589628584e-09,4.602954164027055e-07,-1.0534244705264357e-09,7.788964995379644e-13,-1.8837019417888209e-16,34.42059539308053,141,1.305,0.0095,0.0001
5.255532135723566e-12,1.313710348089883e-09,4.51868069784138e-07,-1.0364327783725348e-09,7.672498795294035e-13,-1.8569406338185866e-16,34.76753414944627,141,1.305,0.009,0.0001
5.282357249795547e-12,1.3204157461306284e-09,4.5417448106395734e-07,-1.0409972769718267e-09,7.703403123343194e-13,-1.863981047581301e-16,34.64972387728141,141,1.305,0.009,0.000130
5.308535176672405e-12,1.3269593686162522e-09,4.5642524748030927e-07,-1.0454507875524559e-09,7.733549783102897e-13,-1.8708474650330758e-16,34.53477254305311,141,1.305,0.009,0.000160
5.333990447264122e-12,1.3333223507517744e-09,4.586138802351764e-07,-1.0497801541199791e-09,7.762848618555274e-13,-1.8775192479853162e-16,34.42294530384385,141,1.305,0.009,0.000190
5.358801543307243e-12,1.3395243103961504e-09,4.6074712715408493e-07,-1.0539980974631002e-09,7.791380643287461e-13,-1.8840136276683912e-16,34.31390420315473,141,1.305,0.009,0.000220
5.382943642142075e-12,1.3455590426986665e-09,4.628228539952148e-07,-1.0581008147916767e-09,7.819124172728823e-13,-1.8903267441457542e-16,34.20775822280521,141,1.305,0.009,0.000250
5.406420015188214e-12,1.351427365407153e-09,4.648413420341366e-07,-1.0620886237141973e-09,7.846078507680349e-13,-1.8964575681429983e-16,34.10448154675017,141,1.305,0.009,0.000280
5.429264232095734e-12,1.3571376698315086e-09,4.6680547757336876e-07,-1.0659678271508149e-09,7.872289979683034e-13,-1.9024174702512288e-16,34.003993921731634,141,1.305,0.009,0.000310
5.451492004146881e-12,1.3626938832771507e-09,4.687166114625825e-07,-1.0697406800102111e-09,7.897771464264932e-13,-1.9082089123344324e-16,33.90618181102432,141,1.305,0.009,0.000340
5.473068875520739e-12,1.3680873929194626e-09,4.705717812053426e-07,-1.0734015714856641e-09,7.922488449922015e-13,-1.9138250640133242e-16,33.81116685687964,141,1.305,0.009,0.000370
5.4940341491457665e-12,1.3733280232011591e-09,4.723743660506e-07,-1.0769566967924992e-09,7.946477047581305e-13,-1.9192724400703203e-16,33.71877882163617,141,1.305,0.009,0.000400
5.543635260105375e-12,1.385726671657003e-09,4.766390458123306e-07,-1.0863485387151228e-09,8.014454470445222e-13,-1.9354767198685405e-16,33.747006039143585,141,1.305,0.0105,0.0001
5.449594723527428e-12,1.3622196245575452e-09,4.685534830929752e-07,-1.0700653672526561e-09,7.902967568833146e-13,-1.9098850321093431e-16,34.08035768192308,141,1.305,0.01,0.0001
8.113556340087852e-12,2.0281225804526983e-09,6.975996968507359e-07,-1.5305965447134474e-09,1.104637893327272e-12,-2.6289108323684817e-16,26.343995639716994,141,1.355,0.0095,0.0001
8.038492484141503e-12,2.0093590801787693e-09,6.911457400529454e-07,-1.517899939943028e-09,1.0961156895450626e-12,-2.609680460246628e-16,26.643649407121337,141,1.355,0.009,0.0001
8.257439053916505e-12,2.064088536517206e-09,7.099706683793095e-07,-1.554885514003444e-09,1.1209113309439091e-12,-2.6655704762444466e-16,25.766892500638548,141,1.355,0.0105,0.0001
8.186514503485683e-12,2.046359726721918e-09,7.038726071689797e-07,-1.5429213007982197e-09,1.1129008739490524e-12,-2.6475366186329848e-16,26.051808687192434,141,1.355,0.01,0.0001
1.0556990586425738e-11,2.6389009462650623e-09,9.076850835935417e-07,-1.9426961222738405e-09,1.3799770215303952e-12,-3.2470268042225934e-16,18.07754208876451,141,1.405,0.0095,0.0001
1.05126306925169e-11,2.6278124281630805e-09,9.03871039013247e-07,-1.935644880828077e-09,1.3755063623957964e-12,-3.2374572237711536e-16,18.303351108757802,141,1.405,0.009,0.0001
1.0640438505735175e-11,2.6597601884215278e-09,9.148598999149732e-07,-1.9558693697062873e-09,1.3882716274653163e-12,-3.264659658437892e-16,17.644631045310106,141,1.405,0.0105,0.0001
1.0599563768997168e-11,2.6495428451922993e-09,9.113455075521715e-07,-1.94943206552569e-09,1.3842280131013164e-12,-3.256084255378687e-16,17.858063396648973,141,1.405,0.01,0.0001
1.2189224683888436e-11,3.0469059219879907e-09,1.048023871379328e-06,-2.2003918035109816e-09,1.5419022530260329e-12,-3.590194863432662e-16,10.850040821424386,141,1.455,0.0095,0.0001
1.2186042780377367e-11,3.0461105492664485e-09,1.047750291162939e-06,-2.2008406221799426e-09,1.5427666580867495e-12,-3.593244509199172e-16,10.976650270283656,141,1.455,0.009,0.0001
1.2191015014815205e-11,3.0473534485501527e-09,1.0481778064229815e-06,-2.19869409201753e-09,1.5396205342196842e-12,-3.582815830240333e-16,10.613066647091408,141,1.455,0.0105,0.0001
1.2190852375725923e-11,3.047312792814606e-09,1.0481638211849633e-06,-2.1996709655694346e-09,1.5408497528798355e-12,-3.5867095216365515e-16,10.728932669830712,141,1.455,0.01,0.0001
1.2449255483056848e-11,3.1119051371988138e-09,1.0703812649055834e-06,-2.205756055802589e-09,1.52330235200056e-12,-3.5048153738242526e-16,6.309506792966069,141,1.505,0.0095,0.0001
1.2479776078808282e-11,3.1195342828007677e-09,1.0730054101200784e-06,-2.212155236363218e-09,1.5282986616879264e-12,-3.517450352113693e-16,6.332559396926115,141,1.505,0.009,0.0001
1.238501012399696e-11,3.0958459092738942e-09,1.0648574815846162e-06,-2.1924138223656054e-09,1.5129421880737682e-12,-3.4787092971045304e-16,6.27765876078346,141,1.505,0.0105,0.0001
1.2417670693180856e-11,3.1040099779957147e-09,1.067665620757534e-06,-2.199175731745806e-09,1.518183303597132e-12,-3.4919004869536177e-16,6.291141371986399,141,1.505,0.01,0.0001
1.16165224309735e-11,2.9037492676109538e-09,9.987833252463852e-07,-2.0171760528372695e-09,1.3696962897661138e-12,-3.1059466625375254e-16,4.704890339563768,141,1.555,0.0095,0.0001
1.1671795869569128e-11,2.9175658114621323e-09,1.0035357087866896e-06,-2.0277890174460065e-09,1.3775355775791807e-12,-3.1250232215069182e-16,4.6304793437548,141,1.555,0.009,0.0001
1.1501940579283284e-11,2.8751075687108735e-09,9.889316328522989e-07,-1.9952731322144427e-09,1.3535642558074886e-12,-3.066769310193387e-16,4.873258404920485,141,1.555,0.0105,0.0001
1.1559924062763284e-11,2.8896015348399227e-09,9.939170248467384e-07,-2.006340878909843e-09,1.3617082677966902e-12,-3.0865344433852373e-16,4.785709379884082,141,1.555,0.01,0.0001
7.443195825983535e-12,1.8605544734899526e-09,6.399624230877527e-07,-1.4023225083033345e-09,1.0106034096558646e-12,-2.40198459742566e-16,26.58444782806182,151,1.305,0.0095,0.0001
7.365675052244384e-12,1.841176824518591e-09,6.332972217323248e-07,-1.3891247377759302e-09,1.001702112605832e-12,-2.3818229255450027e-16,26.87467082219233,151,1.305,0.009,0.0001
7.379406130922434e-12,1.844609143590384e-09,6.344778138379971e-07,-1.3913873206310275e-09,1.0031905968568383e-12,-2.3851277217468944e-16,26.807051526672424,151,1.305,0.009,0.000130
7.392539183004028e-12,1.8478919756436076e-09,6.356069878870154e-07,-1.393546915551286e-09,1.0046084065662241e-12,-2.388269269832087e-16,26.742078058238924,151,1.305,0.009,0.000160
7.405058080961023e-12,1.8510212893240524e-09,6.366833572398703e-07,-1.395601950571531e-09,1.005955419334087e-12,-2.3912496229048655e-16,26.67985327454557,151,1.305,0.009,0.000190
7.417001945195968e-12,1.8540068634503322e-09,6.37710285453713e-07,-1.3975575275512485e-09,1.0072339370970027e-12,-2.3940713383427283e-16,26.62015050378207,151,1.305,0.009,0.000220
7.42840139902439e-12,1.8568563528444932e-09,6.386904055054036e-07,-1.3994201593563013e-09,1.0084492408333991e-12,-2.3967482903556166e-16,26.56287310757623,151,1.305,0.009,0.000250
7.439251005724274e-12,1.859568398505236e-09,6.396232499489465e-07,-1.401188341754392e-09,1.009600004316292e-12,-2.399276976980703e-16,26.508056896254118,151,1.305,0.009,0.000280
7.449572753927772e-12,1.8621484968687996e-09,6.405107093569953e-07,-1.4028658650923367e-09,1.0106888363256743e-12,-2.4016634191881184e-16,26.455548885197906,151,1.305,0.009,0.000310
7.459431092476135e-12,1.8646127580294342e-09,6.413583250112003e-07,-1.4044642111373087e-09,1.0117237085524827e-12,-2.4039260152679874e-16,26.40517017849107,151,1.305,0.009,0.000340
7.468777694853817e-12,1.8669491019451485e-09,6.421619418202603e-07,-1.4059746332917243e-09,1.012698477650471e-12,-2.4060504442520585e-16,26.35702704303742,151,1.305,0.009,0.000370
7.591620061627511e-12,1.8976556607282837e-09,6.527238723619409e-07,-1.4275496030087092e-09,1.027590790182428e-12,-2.4404039894726734e-16,26.02793595799472,151,1.305,0.0105,0.0001
7.518474907060795e-12,1.8793717728928885e-09,6.464348847357345e-07,-1.4151247465239445e-09,1.0192289154203501e-12,-2.4215024806940193e-16,26.302364008811274,151,1.305,0.01,0.0001
1.0084703530388089e-11,2.5208447009422208e-09,8.670780750488986e-07,-1.8493123161841754e-09,1.3100301747272567e-12,-3.075632095442932e-16,18.16944817506976,151,1.355,0.0095,0.0001
1.0036721446904702e-11,2.5088507544492e-09,8.629525963709206e-07,-1.8415583342890762e-09,1.3050449352656649e-12,-3.064828651386207e-16,18.38810286095763,151,1.355,0.009,0.0001
1.0175378650481505e-11,2.5435105058534028e-09,8.748742825776603e-07,-1.8638880623511003e-09,1.3193515162585077e-12,-3.0957258979621233e-16,17.751236821019255,151,1.355,0.0105,0.0001
1.013091809081713e-11,2.5323968247005957e-09,8.710515829041378e-07,-1.8567549216261633e-09,1.3147986565268418e-12,-3.0859304018838156e-16,17.95721127786353,151,1.355,0.01,0.0001
1.212959164111853e-11,3.0319996316271603e-09,1.0428966651076275e-06,-2.1802078467506977e-09,1.522707640804542e-12,-3.536077035465264e-16,10.320611996168942,151,1.405,0.0095,0.0001
1.2115216243129811e-11,3.0284062529129347e-09,1.0416606735309462e-06,-2.1785790354575174e-09,1.522087230893775e-12,-3.535620210221671e-16,10.453723473312536,151,1.405,0.009,0.0001
1.2153986711117712e-11,3.0380976005578135e-09,1.0449941449305609e-06,-2.182701656995275e-09,1.523419300655619e-12,-3.535763269476869e-16,10.070116174908499,151,1.405,0.0105,0.0001
1.2142510122468351e-11,3.035228829011996e-09,1.0440073916574603e-06,-2.181580913506663e-09,1.5231507347947002e-12,-3.5361223333619476e-16,10.192738514185784,151,1.405,0.01,0.0001
1.3004914493793995e-11,3.250801660379091e-09,1.1181565883538108e-06,-2.2934982209319066e-09,1.5781952459756134e-12,-3.620362284628246e-16,4.598317637875567,151,1.455,0.0095,0.0001
1.3034993168599592e-11,3.2583203402208273e-09,1.1207427373679944e-06,-2.299844491556711e-09,1.5831800699853922e-12,-3.6330336067134863e-16,4.6118905874910325,151,1.455,0.009,0.0001
1.2940114767541258e-11,3.2346038589199943e-09,1.1125851408740112e-06,-2.280009089905665e-09,1.5676834429513416e-12,-3.5937805093114093e-16,4.589941944305366,151,1.455,0.0105,0.0001
1.2973322131769443e-11,3.2429046084193427e-09,1.1154402931951527e-06,-2.286891947325117e-09,1.5730333073422222e-12,-3.6072858288013995e-16,4.590826707111582,151,1.455,0.01,0.0001
1.2233769542485113e-11,3.058040801396243e-09,1.0518539744889912e-06,-2.1100647866830414e-09,1.4247130030986842e-12,-3.2148956643953675e-16,2.7683807403544733,151,1.505,0.0095,0.0001
1.230095951644638e-11,3.0748360878090486e-09,1.057630936218447e-06,-2.1228172683625947e-09,1.434068698303697e-12,-3.2375629135104365e-16,2.6476579502939614,151,1.505,0.009,0.0001
1.2092433361279945e-11,3.0227113985674988e-09,1.0397019572041311e-06,-2.083380811091196e-09,1.4052049832814935e-12,-3.1677480958316327e-16,3.041937767766761,151,1.505,0.0105,0.0001
1.2164293369783155e-11,3.0406740403367893e-09,1.0458804464155914e-06,-2.09692412167341e-09,1.4150946081888494e-12,-3.191629717607972e-16,2.899578359807485,151,1.505,0.01,0.0001
1.0222890082735098e-11,2.5553870117399566e-09,8.789595493696902e-07,-1.7119828724812146e-09,1.124825290760901e-12,-2.47529327734556e-16,4.8716707037011275,151,1.555,0.0095,0.0001
1.0333599101012702e-11,2.5830606309013445e-09,8.884782591261205e-07,-1.7320714011315275e-09,1.1391033011448514e-12,-2.5090802764349057e-16,4.557280530565741,151,1.555,0.009,0.0001
9.985435374931452e-12,2.4960311319818457e-09,8.585433040624104e-07,-1.669071500413899e-09,1.0944109626692052e-12,-2.4034667452856317e-16,5.574032092073303,151,1.555,0.0105,0.0001
1.0106978461834977e-11,2.5264129126894228e-09,8.689935221751876e-07,-1.6910074373951775e-09,1.109944581380744e-12,-2.440127153802831e-16,5.209970015009006,151,1.555,0.01,0.0001
9.06195954633199e-12,2.265192290677977e-09,7.79143026020229e-07,-1.6626602802267074e-09,1.1776097925984969e-12,-2.763779810801702e-16,19.786084701515342,161,1.305,0.0095,0.0001
9.009365938645354e-12,2.252045614630489e-09,7.746210507225855e-07,-1.6540190445404944e-09,1.1719735211211297e-12,-2.7514058532804294e-16,20.001912914492515,161,1.305,0.009,0.0001
9.0106314801944e-12,2.252361958652207e-09,7.747298616306649e-07,-1.6541007344539197e-09,1.1719500388319206e-12,-2.751195680984726e-16,19.983367704486376,161,1.305,0.009,0.000130
9.01153122338285e-12,2.2525868650900555e-09,7.748072213593868e-07,-1.654120389435862e-09,1.171884722250233e-12,-2.750890609407739e-16,19.96647366741231,161,1.305,0.009,0.000160
9.011992216686722e-12,2.2527020984591215e-09,7.748468575714019e-07,-1.6540643606978662e-09,1.1717674279052688e-12,-2.750465452095351e-16,19.951477446042276,161,1.305,0.009,0.000190
9.01219796370749e-12,2.252753528634106e-09,7.748645478209432e-07,-1.6539658413994938e-09,1.1716218108493543e-12,-2.749976552971974e-16,19.937854059527247,161,1.305,0.009,0.000220
9.011971332914995e-12,2.252696878548555e-09,7.748450624210788e-07,-1.6537930570122663e-09,1.1714254706523064e-12,-2.749371162649166e-16,19.92605742059412,161,1.305,0.009,0.000250
9.011460337599788e-12,2.252569146665997e-09,7.748011274870706e-07,-1.6535718780790364e-09,1.1711962050015154e-12,-2.7486902013802447e-16,19.915641132672512,161,1.305,0.009,0.000280
9.010634601808287e-12,2.2523627399952285e-09,7.74730131308257e-07,-1.6532970049745432e-09,1.1709305098240473e-12,-2.747926132677413e-16,19.906626989845314,161,1.305,0.009,0.000310
9.009480721595848e-12,2.252074307989832e-09,7.746309214192203e-07,-1.6529663257998733e-09,1.170627022587322e-12,-2.7470759131945636e-16,19.89910969596984,161,1.305,0.009,0.000340
9.008020762125703e-12,2.251709366216439e-09,7.745053949728885e-07,-1.6525835394020125e-09,1.1702880532493609e-12,-2.746144203286654e-16,19.893057007598742,161,1.305,0.009,0.000370
9.161462986191165e-12,2.290064885499429e-09,7.876982882034322e-07,-1.678939196463148e-09,1.188182345160871e-12,-2.7868933792557263e-16,19.374842472747694,161,1.305,0.0105,0.0001
9.112647950730995e-12,2.2778627284535455e-09,7.835011928128605e-07,-1.6709651745492914e-09,1.1830114405474005e-12,-2.775605807809159e-16,19.577135941369384,161,1.305,0.01,0.0001
1.1372463464896509e-11,2.842742452589627e-09,9.777991411110898e-07,-2.0406499222748505e-09,1.423013976386219e-12,-3.300128322029504e-16,11.616012499956547,161,1.355,0.0095,0.0001
1.1352111357473847e-11,2.8376550928056773e-09,9.760492748799576e-07,-2.037914594227144e-09,1.421604827825323e-12,-3.2978129292891134e-16,11.750927102056032,161,1.355,0.009,0.0001
1.1408562930750816e-11,2.8517661360815294e-09,9.809029593575991e-07,-2.0453133564984344e-09,1.4252729987520633e-12,-3.3034614626252163e-16,11.36307460934973,161,1.355,0.0105,0.0001
1.1391275887141937e-11,2.847444941626278e-09,9.794166259135305e-07,-2.0431154403377406e-09,1.4242362722276576e-12,-3.3020103841214165e-16,11.486758044285878,161,1.355,0.01,0.0001
1.2783010470548565e-11,3.195332947939764e-09,1.0990773920528645e-06,-2.2481408647230344e-09,1.5434273798559033e-12,-3.5337199652135543e-16,4.897029433545548,161,1.405,0.0095,0.0001
1.280050070863488e-11,3.199704931963373e-09,1.1005811931354704e-06,-2.2522115386850813e-09,1.5468180409548104e-12,-3.5426865605798433e-16,4.925367741169289,161,1.405,0.009,0.0001
1.2742347468841574e-11,3.1851685350467728e-09,1.0955812089160616e-06,-2.2390163692919513e-09,1.5359716588180684e-12,-3.514234111670983e-16,4.862965507257975,161,1.405,0.0105,0.0001
1.2763655820284642e-11,3.190494922075319e-09,1.0974132896573064e-06,-2.2437466172311337e-09,1.5398141360698615e-12,-3.5242396077426263e-16,4.8760252529199235,161,1.405,0.01,0.0001
1.2633287637150055e-11,3.157907220652564e-09,1.0862043721095413e-06,-2.1711604253810055e-09,1.4614985891517032e-12,-3.2890369585027807e-16,1.7070648376127053,161,1.455,0.0095,0.0001
1.2705975206109091e-11,3.1760767252738582e-09,1.0924540144760062e-06,-2.1849210005963044e-09,1.4715899036741995e-12,-3.313498129188786e-16,1.5561021346850055,161,1.455,0.009,0.0001
1.2477318567145341e-11,3.1189200761167607e-09,1.0727942258523812e-06,-2.1418326403378508e-09,1.4400897547365336e-12,-3.2373144264672534e-16,2.0560283147974943,161,1.455,0.0105,0.0001
1.2557172956497497e-11,3.138881050596582e-09,1.079660068217633e-06,-2.156815896037266e-09,1.4510112970295827e-12,-3.2636724013162097e-16,1.8732752834511075,161,1.455,0.01,0.0001
1.0512301152804989e-11,2.627730298576367e-09,9.038430063265229e-07,-1.746855989801242e-09,1.139292472013956e-12,-2.4894389490617027e-16,4.12948339870983,161,1.505,0.0095,0.0001
1.0649716828860381e-11,2.6620797054091618e-09,9.156579423173872e-07,-1.7716307765759857e-09,1.1568304187848059e-12,-2.5308286126269735e-16,3.7047071478200877,161,1.505,0.009,0.0001
1.0218565788968392e-11,2.5543061024694423e-09,8.785877759005745e-07,-1.6940849822862156e-09,1.1020284665137229e-12,-2.401655075423742e-16,5.065689639756378,161,1.505,0.0105,0.0001
1.0368506382824507e-11,2.591786327643856e-09,8.914795987019981e-07,-1.720994684161507e-09,1.1210168831639409e-12,-2.44636295029945e-16,4.583536956577326,161,1.505,0.01,0.0001
7.032733287700958e-12,1.7579526207636517e-09,6.046714187981938e-07,-1.09376177628939e-09,6.646904865217668e-13,-1.3491705443780168e-16,11.58812284333706,161,1.555,0.0095,0.0001
7.191211050880805e-12,1.7975668583691225e-09,6.182972639772554e-07,-1.1218813799950005e-09,6.84349751998008e-13,-1.3951050435180767e-16,11.050725223844829,161,1.555,0.009,0.0001
6.740539631936613e-12,1.6849138003360337e-09,5.795487428357132e-07,-1.0418207596929746e-09,6.2833554610876e-13,-1.2641641298341046e-16,12.559053366740955,161,1.555,0.0105,0.0001
6.882420667193484e-12,1.7203794007863868e-09,5.917476088800595e-07,-1.0670596762382798e-09,6.460086710612912e-13,-1.3054996024952354e-16,12.091322298987087,161,1.555,0.01,0.0001
1.0139289979663314e-11,2.5344895685243705e-09,8.717714512698875e-07,-1.8223650416626304e-09,1.2717723021957932e-12,-2.950708578994371e-16,14.286829459402185,171,1.305,0.0095,0.0001
1.0112125876838622e-11,2.5276994336260178e-09,8.694358929092815e-07,-1.8183572532172062e-09,1.2694458330614117e-12,-2.9462064083373676e-16,14.426699670345222,171,1.305,0.009,0.0001
1.0103228930654107e-11,2.5254754893330184e-09,8.686709377485145e-07,-1.816665990203593e-09,1.2681964745502207e-12,-2.9431533546028897e-16,14.448458821104367,171,1.305,0.009,0.000130
1.0094095412136946e-11,2.523192409722062e-09,8.678856422049356e-07,-1.8149343017988364e-09,1.266919565501411e-12,-2.940037064413078e-16,14.471296530115218,171,1.305,0.009,0.000160
1.0084737084735606e-11,2.5208531352681025e-09,8.670810176932735e-07,-1.8131650021705574e-09,1.2656175190723205e-12,-2.936864077018416e-16,14.495247246131157,171,1.305,0.009,0.000190
1.007508926044517e-11,2.518441496094421e-09,8.66251502369429e-07,-1.8113461065441502e-09,1.2642815837301876e-12,-2.9336131103057445e-16,14.520515247224225,171,1.305,0.009,0.000220
1.0065160377641171e-11,2.5159596015176936e-09,8.653978217608534e-07,-1.8094792358582837e-09,1.2629130811186878e-12,-2.9302878230306223e-16,14.547038722949637,171,1.305,0.009,0.000250
1.0055023999879728e-11,2.513425840011e-09,8.645263008274169e-07,-1.8075779726012427e-09,1.2615217149650681e-12,-2.9269110544252437e-16,14.57463980933366,171,1.305,0.009,0.000280
1.0044597022252896e-11,2.5108194380770886e-09,8.636297942488471e-07,-1.805626640772234e-09,1.2600959979991733e-12,-2.923455049623533e-16,14.603547458976884,171,1.305,0.009,0.000310
1.003389060093699e-11,2.5081431843924784e-09,8.627092612264848e-07,-1.8036282012796442e-09,1.2586386845959284e-12,-2.919927758477412e-16,14.633750505074666,171,1.305,0.009,0.000340
1.0022918420191554e-11,2.50540049957389e-09,8.617658783280488e-07,-1.801584218816502e-09,1.2571502335512182e-12,-2.9163287727764796e-16,14.66519032903873,171,1.305,0.009,0.000370
1.018859613195017e-11,2.5468144898569335e-09,8.76010774141949e-07,-1.8294965280100272e-09,1.2758101838293936e-12,-2.9582801564719123e-16,14.02521679285622,171,1.305,0.0105,0.0001
1.0164756049675829e-11,2.540855250967813e-09,8.739610135476986e-07,-1.8260732269097192e-09,1.273889830321275e-12,-2.9547227924799195e-16,14.153036298348312,171,1.305,0.01,0.0001
1.190482357624387e-11,2.9758150565862232e-09,1.0235712860145311e-06,-2.09283870807907e-09,1.4360102626815169e-12,-3.2860768329201916e-16,6.986834429895104,171,1.355,0.0095,0.0001
1.1914907909484935e-11,2.978335807583144e-09,1.0244383308442922e-06,-2.0955708158362635e-09,1.4384625353523796e-12,-3.2928600584670827e-16,7.023469394307952,171,1.355,0.009,0.0001
1.187840299712757e-11,2.969210781663674e-09,1.0212996597396997e-06,-2.0862920655341534e-09,1.4303624063017729e-12,-3.270797090994307e-16,6.9387887705755205,171,1.355,0.0105,0.0001
1.1892674153550133e-11,2.9727781010169867e-09,1.02252668573029e-06,-2.0897485014173215e-09,1.433311778668642e-12,-3.2787255533014684e-16,6.958460469441469,171,1.355,0.01,0.0001
1.2392371874737196e-11,3.0976861920783497e-09,1.065490548398369e-06,-2.1267073357646406e-09,1.4297188741857235e-12,-3.213808557930359e-16,2.4405516513022434,171,1.405,0.0095,0.0001
1.2454876230378467e-11,3.1133102276966646e-09,1.0708646427534217e-06,-2.1386701924819e-09,1.4385808246848347e-12,-3.2354789978940637e-16,2.2993575723193302,171,1.405,0.009,0.0001
1.225414906890545e-11,3.0631350309500804e-09,1.0536062177900092e-06,-2.100516820587472e-09,1.410450945728038e-12,-3.1669277920141827e-16,2.7804979150098674,171,1.405,0.0105,0.0001
1.2325583591345385e-11,3.0809913151397223e-09,1.0597481238642135e-06,-2.1140105056403403e-09,1.4203566953236939e-12,-3.1909916027599734e-16,2.6004045506180304,171,1.405,0.01,0.0001
1.081906307604652e-11,2.7044107186868736e-09,9.302182689172451e-07,-1.7927965647287788e-09,1.1661033191771899e-12,-2.5413103123605813e-16,3.562272535245228,171,1.455,0.0095,0.0001
1.0967204082689997e-11,2.7414411059826706e-09,9.429553638409224e-07,-1.8195104876655976e-09,1.1850304570582523e-12,-2.5860268587709836e-16,3.088838748275016,171,1.455,0.009,0.0001
