	65.0	70.0	75.0	65.0	70.0	75.0	
1234.0	21.359	19.059	19.828	15.779	9.3636	6.7088	
1235.0	21.349	19.046	19.814	15.762	9.3504	6.6856	
1236.0	21.34	19.033	19.799	15.776	9.3508	6.7156	
1237.0	21.331	19.021	19.785	15.771	9.3581	6.6932	
1238.0	21.322	19.008	19.771	15.803	9.3178	6.7029	
1239.0	21.312	18.995	19.757	15.735	9.3726	6.7182	
1240.0	21.303	18.983	19.743	15.732	9.2717	6.6779	
1241.0	21.294	18.97	19.729	15.745	9.341	6.6356	
1242.0	21.285	18.957	19.715	15.735	9.3044	6.6996	
1243.0	21.276	18.945	19.701	15.764	9.3127	6.761	
1244.0	21.266	18.932	19.687	15.782	9.3076	6.6586	
1245.0	21.257	18.92	19.673	15.721	9.362	6.5928	
1246.0	21.248	18.907	19.659	15.748	9.298	6.6041	
1247.0	21.239	18.895	19.645	15.731	9.2333	6.6094	
1248.0	21.23	18.882	19.631	15.743	9.2731	6.5843	
1249.0	21.221	18.87	19.617	15.775	9.2931	6.6536	
1250.0	21.212	18.857	19.604	15.753	9.3398	6.5861	
1251.0	21.203	18.845	19.59	15.739	9.2561	6.6486	
1252.0	21.194	18.833	19.576	15.709	9.2021	6.5795	
1253.0	21.185	18.82	19.562	15.708	9.3079	6.5872	
1254.0	21.176	18.808	19.548	15.716	9.2289	6.5936	
1255.0	21.167	18.796	19.535	15.74	9.2415	6.623	
1256.0	21.158	18.783	19.521	15.719	9.2629	6.5966	
1257.0	21.149	18.771	19.507	15.717	9.2216	6.5567	
1258.0	21.14	18.759	19.493	15.725	9.2458	6.548	
1259.0	21.131	18.746	19.48	15.694	9.2312	6.5771	
1260.0	21.122	18.734	19.466	15.709	9.2387	6.553	
1261.0	21.114	18.722	19.452	15.706	9.2178	6.5473	
1262.0	21.105	18.71	19.439	15.689	9.2162	6.5425	
1263.0	21.096	18.698	19.425	15.706	9.2186	6.5313	
1264.0	21.087	18.686	19.412	15.682	9.2026	6.5444	
1265.0	21.078	18.673	19.398	15.708	9.2245	6.5324	
1266.0	21.07	18.661	19.384	15.696	9.2306	6.5176	
1267.0	21.061	18.649	19.371	15.709	9.2023	6.5414	
1268.0	21.052	18.637	19.357	15.714	9.2095	6.5453	
1269.0	21.043	18.625	19.344	15.701	9.2186	6.5538	
1270.0	21.035	18.613	19.33	15.696	9.198	6.5367	
1271.0	21.026	18.601	19.317	15.683	9.2039	6.5136	
1272.0	21.017	18.589	19.304	15.688	9.2189	6.5472	
1273.0	21.009	18.577	19.29	15.705	9.2243	6.5247	
1274.0	21.0	18.565	19.277	15.701	9.2005	6.5306	
1275.0	20.992	18.553	19.263	15.686	9.1823	6.4939	
1276.0	20.983	18.541	19.25	15.699	9.2087	6.5205	
1277.0	20.974	18.529	19.237	15.663	9.1993	6.5191	
1278.0	20.966	18.517	19.223	15.665	9.1892	6.5112	
1279.0	20.957	18.506	19.21	15.681	9.1589	6.4593	
1280.0	20.949	18.494	19.197	15.675	9.156	6.4798	
1281.0	20.94	18.482	19.183	15.682	9.1567	6.4748	
1282.0	20.932	18.47	19.17	15.676	9.169	6.4949	
1283.0	20.923	18.458	19.157	15.656	9.1537	6.4527	
1284.0	20.915	18.447	19.144	15.632	9.1916	6.4591	
1285.0	20.906	18.435	19.131	15.644	9.1608	6.4782	
1286.0	20.898	18.423	19.117	15.669	9.1557	6.4463	
1287.0	20.89	18.411	19.104	15.652	9.1412	6.4697	
1288.0	20.881	18.4	19.091	15.663	9.1606	6.4591	
1289.0	20.873	18.388	19.078	15.652	9.1422	6.4344	
1290.0	20.864	18.376	19.065	15.657	9.1551	6.4376	
1291.0	20.856	18.365	19.052	15.64	9.1345	6.4164	
1292.0	20.848	18.353	19.039	15.656	9.1345	6.4736	
1293.0	20.84	18.341	19.026	15.647	9.1239	6.4379	
1294.0	20.831	18.33	19.013	15.668	9.1578	6.4281	
1295.0	20.823	18.318	19.0	15.646	9.1369	6.3954	
1296.0	20.815	18.307	18.987	15.653	9.1292	6.3926	
1297.0	20.806	18.295	18.974	15.651	9.0942	6.4387	
1298.0	20.798	18.284	18.961	15.631	9.1357	6.4042	
1299.0	20.79	18.272	18.948	15.641	9.0837	6.373	
1300.0	20.782	18.261	18.935	15.624	9.1037	6.3995	
1301.0	20.774	18.249	18.922	15.641	9.126	6.3705	
1302.0	20.765	18.238	18.909	15.611	9.0799	6.4187	
1303.0	20.757	18.226	18.896	15.637	9.1245	6.3851	
1304.0	20.749	18.215	18.883	15.648	9.1135	6.3952	
1305.0	20.741	18.204	18.87	15.652	9.0861	6.3467	
1306.0	20.733	18.192	18.857	15.629	9.1235	6.3831	
1307.0	20.725	18.181	18.845	15.62	9.108	6.3954	
1308.0	20.717	18.17	18.832	15.613	9.0891	6.388	
1309.0	20.709	18.158	18.819	15.62	9.0991	6.3783	
1310.0	20.701	18.147	18.806	15.612	9.0767	6.3653	
1311.0	20.693	18.136	18.794	15.62	9.0461	6.3913	
1312.0	20.685	18.124	18.781	15.608	9.0606	6.3221	
1313.0	20.677	18.113	18.768	15.613	9.0866	6.3847	
1314.0	20.669	18.102	18.755	15.607	9.0596	6.3495	
1315.0	20.661	18.091	18.743	15.602	9.0327	6.3262	
1316.0	20.653	18.079	18.73	15.629	8.9941	6.3194	
1317.0	20.645	18.068	18.717	15.605	9.0557	6.3822	
1318.0	20.637	18.057	18.705	15.589	9.0545	6.3601	
1319.0	20.629	18.046	18.692	15.631	9.0479	6.354	
1320.0	20.621	18.035	18.68	15.574	9.0367	6.3584	
1321.0	20.613	18.024	18.667	15.612	9.0226	6.3347	
1322.0	20.605	18.013	18.655	15.601	8.9983	6.2378	
1323.0	20.598	18.002	18.642	15.554	9.0135	6.278	
1324.0	20.59	17.991	18.63	15.608	9.0519	6.2872	
1325.0	20.582	17.979	18.617	15.621	8.9865	6.3038	
1326.0	20.574	17.968	18.605	15.629	8.988	6.2721	
1327.0	20.566	17.957	18.592	15.6	9.0561	6.2622	
1328.0	20.559	17.946	18.58	15.561	8.9618	6.3632	
1329.0	20.551	17.935	18.567	15.563	8.9748	6.2771	
1330.0	20.543	17.925	18.555	15.621	9.0407	6.2531	
1331.0	20.535	17.914	18.542	15.566	9.0607	6.3246	
1332.0	20.528	17.903	18.53	15.561	8.9719	6.418	
1333.0	20.52	17.892	18.518	15.578	9.0236	6.2824	
1334.0	20.512	17.881	18.505	15.6	8.9906	6.2743	
1335.0	20.505	17.87	18.493	15.55	9.0051	6.153	
1336.0	20.497	17.859	18.481	15.537	9.0374	6.3185	
1337.0	20.489	17.848	18.468	15.618	8.9803	6.1591	
1338.0	20.482	17.837	18.456	15.535	9.048	6.2468	
1339.0	20.474	17.827	18.444	15.561	9.032	6.2708	
1340.0	20.466	17.816	18.431	15.593	9.0077	6.1586	
1341.0	20.459	17.805	18.419	15.666	8.8259	6.2786	
1342.0	20.451	17.794	18.407	15.575	8.9248	6.4947	
1343.0	20.444	17.784	18.395	15.64	9.0003	6.4568	
1344.0	20.436	17.773	18.383	15.52	9.0383	6.2736	
1345.0	20.429	17.762	18.37	15.567	9.1261	6.2256	
1346.0	20.421	17.751	18.358	15.405	8.8527	6.0078	
1347.0	20.414	17.741	18.346	15.559	9.1196	5.8337	
1348.0	20.406	17.73	18.334	15.504	9.1334	6.1728	
1349.0	20.399	17.719	18.322	15.419	9.278	6.2167	
1350.0	20.391	17.709	18.31	15.265	9.0644	6.2217	
1351.0	20.384	17.698	18.298	15.503	8.9301	5.9253	
1352.0	20.376	17.688	18.286	15.455	8.8241	6.3825	
1353.0	20.369	17.677	18.274	15.547	8.3823	6.2501	
1354.0	20.362	17.666	18.262	15.469	9.3073	6.3855	
1355.0	20.354	17.656	18.25	15.712	8.773	5.6078	
1356.0	20.347	17.645	18.238	15.648	9.1567	6.0752	
1357.0	20.34	17.635	18.226	15.444	9.0441	6.2724	
1358.0	20.332	17.624	18.214	16.248	9.371	6.3795	
1359.0	20.325	17.614	18.202	16.262	8.6908	6.918	
1426.0	19.863	16.945	17.435	15.655	9.2987	6.337	
1427.0	19.856	16.936	17.424	15.544	8.6458	6.0444	
1428.0	19.85	16.926	17.414	15.394	8.841	5.6434	
1429.0	19.844	16.917	17.403	15.638	8.6618	5.8162	
1430.0	19.837	16.907	17.392	15.645	8.8034	5.8313	
1431.0	19.831	16.898	17.381	15.324	8.9254	6.1083	
1432.0	19.824	16.888	17.37	15.558	8.5618	5.8907	
1433.0	19.818	16.879	17.359	15.35	8.5981	5.8503	
1434.0	19.811	16.87	17.348	15.504	8.9164	6.1849	
1435.0	19.805	16.86	17.337	15.523	8.856	5.7635	
1436.0	19.799	16.851	17.327	15.531	8.646	5.9371	
1437.0	19.792	16.842	17.316	15.437	8.9074	5.8618	
1438.0	19.786	16.832	17.305	15.329	8.6594	5.9473	
1439.0	19.78	16.823	17.294	15.448	8.7878	5.9026	
1440.0	19.773	16.814	17.283	15.332	8.7869	5.8234	
1441.0	19.767	16.804	17.273	15.418	8.6815	6.0523	
1442.0	19.761	16.795	17.262	15.471	8.6178	5.804	
1443.0	19.754	16.786	17.251	15.352	8.745	5.9607	
1444.0	19.748	16.776	17.24	15.461	8.7728	5.754	
1445.0	19.742	16.767	17.23	15.33	8.7337	5.8418	
1446.0	19.736	16.758	17.219	15.463	8.6349	5.8148	
1447.0	19.729	16.749	17.208	15.435	8.7027	5.7187	
1448.0	19.723	16.74	17.198	15.418	8.6759	5.8657	
1449.0	19.717	16.73	17.187	15.369	8.7286	5.8616	
1450.0	19.711	16.721	17.176	15.389	8.7223	5.7667	
1451.0	19.704	16.712	17.166	15.439	8.6835	5.8613	
1452.0	19.698	16.703	17.155	15.461	8.7416	5.9121	
1453.0	19.692	16.694	17.145	15.432	8.7434	5.9344	
1454.0	19.686	16.685	17.134	15.347	8.6775	5.7013	
1455.0	19.68	16.675	17.123	15.416	8.7501	5.778	
1456.0	19.673	16.666	17.113	15.442	8.7139	5.8162	
1457.0	19.667	16.657	17.102	15.384	8.5911	5.8161	
1458.0	19.661	16.648	17.092	15.382	8.7003	5.8269	
1459.0	19.655	16.639	17.081	15.364	8.5653	5.7475	
1460.0	19.649	16.63	17.071	15.406	8.6329	5.8577	
1461.0	19.643	16.621	17.06	15.425	8.6263	5.8131	
1462.0	19.637	16.612	17.05	15.392	8.6402	5.8205	
1463.0	19.631	16.603	17.039	15.378	8.6426	5.7707	
1464.0	19.625	16.594	17.029	15.356	8.6674	5.7556	
1465.0	19.619	16.585	17.018	15.367	8.7009	5.7782	
1466.0	19.613	16.576	17.008	15.362	8.5979	5.8152	
1467.0	19.606	16.567	16.998	15.382	8.6242	5.8072	
1468.0	19.6	16.558	16.987	15.351	8.6378	5.7845	
1469.0	19.594	16.549	16.977	15.375	8.6157	5.7777	
1470.0	19.588	16.54	16.966	15.368	8.6027	5.7829	
1471.0	19.582	16.531	16.956	15.371	8.6274	5.7814	
1472.0	19.576	16.522	16.946	15.372	8.6286	5.7604	
1473.0	19.57	16.513	16.935	15.361	8.64	5.7729	
1474.0	19.564	16.504	16.925	15.364	8.6233	5.7729	
1475.0	19.559	16.496	16.915	15.367	8.6216	5.7631	
1476.0	19.553	16.487	16.904	15.361	8.6167	5.7547	
1477.0	19.547	16.478	16.894	15.367	8.6407	5.7684	
1478.0	19.541	16.469	16.884	15.372	8.6251	5.7501	
1479.0	19.535	16.46	16.874	15.364	8.6199	5.7574	
1480.0	19.529	16.451	16.863	15.365	8.6238	5.7479	
1481.0	19.523	16.443	16.853	15.366	8.6113	5.7261	
1482.0	19.517	16.434	16.843	15.361	8.6283	5.7517	
1483.0	19.511	16.425	16.833	15.362	8.62	5.7472	
1484.0	19.505	16.416	16.823	15.378	8.6195	5.7384	
1485.0	19.5	16.408	16.812	15.355	8.6304	5.737	
1486.0	19.494	16.399	16.802	15.356	8.5946	5.6973	
1487.0	19.488	16.39	16.792	15.348	8.6228	5.7008	
1488.0	19.482	16.381	16.782	15.36	8.6145	5.7232	
1489.0	19.476	16.373	16.772	15.361	8.6151	5.7038	
1490.0	19.47	16.364	16.762	15.362	8.5895	5.747	
1491.0	19.465	16.355	16.751	15.345	8.6053	5.698	
1492.0	19.459	16.347	16.741	15.351	8.5961	5.7165	
1493.0	19.453	16.338	16.731	15.341	8.5614	5.7088	
1494.0	19.447	16.329	16.721	15.341	8.5719	5.697	
1495.0	19.441	16.321	16.711	15.332	8.5697	5.6877	
1496.0	19.436	16.312	16.701	15.36	8.6007	5.7053	
1497.0	19.43	16.304	16.691	15.331	8.5842	5.694	
1498.0	19.424	16.295	16.681	15.364	8.5808	5.6957	
1499.0	19.419	16.286	16.671	15.346	8.5729	5.7135	
1500.0	19.413	16.278	16.661	15.338	8.5688	5.6944	
1501.0	19.407	16.269	16.651	15.324	8.5615	5.6481	
1502.0	19.402	16.261	16.641	15.341	8.5663	5.6767	
1503.0	19.396	16.252	16.631	15.337	8.5858	5.6658	
1504.0	19.39	16.244	16.621	15.331	8.5525	5.6375	
1505.0	19.384	16.235	16.611	15.336	8.5556	5.6753	
1506.0	19.379	16.227	16.601	15.327	8.5511	5.6423	
1507.0	19.373	16.218	16.591	15.311	8.5398	5.6658	
1508.0	19.368	16.21	16.581	15.308	8.5416	5.6703	
1509.0	19.362	16.201	16.572	15.345	8.5427	5.6533	
1510.0	19.356	16.193	16.562	15.333	8.5601	5.6374	
1511.0	19.351	16.184	16.552	15.339	8.555	5.6471	
1512.0	19.345	16.176	16.542	15.33	8.5822	5.6517	
1513.0	19.34	16.168	16.532	15.364	8.5032	5.6648	
1514.0	19.334	16.159	16.522	15.322	8.5396	5.6835	
1515.0	19.328	16.151	16.512	15.295	8.5603	5.6483	
1516.0	19.323	16.142	16.503	15.318	8.5056	5.6522	
1517.0	19.317	16.134	16.493	15.315	8.5658	5.6102	
1518.0	19.312	16.126	16.483	15.295	8.5482	5.6359	
1519.0	19.306	16.117	16.473	15.297	8.5464	5.6432	
1520.0	19.301	16.109	16.463	15.291	8.534	5.6375	
1521.0	19.295	16.101	16.454	15.314	8.4871	5.5673	
1522.0	19.29	16.092	16.444	15.294	8.5187	5.5965	
1523.0	19.284	16.084	16.434	15.298	8.5355	5.6022	
1524.0	19.279	16.076	16.425	15.33	8.5488	5.6586	
1525.0	19.273	16.068	16.415	15.314	8.5414	5.6269	
1526.0	19.268	16.059	16.405	15.292	8.5151	5.6013	
1527.0	19.262	16.051	16.395	15.3	8.528	5.6024	
1528.0	19.257	16.043	16.386	15.288	8.5465	5.6141	
1529.0	19.251	16.035	16.376	15.293	8.4942	5.5902	
1530.0	19.246	16.026	16.366	15.303	8.5058	5.6026	
1531.0	19.241	16.018	16.357	15.28	8.4914	5.604	
1532.0	19.235	16.01	16.347	15.308	8.4916	5.603	
1533.0	19.23	16.002	16.338	15.284	8.4702	5.5967	
1534.0	19.224	15.994	16.328	15.305	8.4793	5.6376	
1535.0	19.219	15.985	16.318	15.298	8.4926	5.5712	
1536.0	19.214	15.977	16.309	15.276	8.4891	5.5791	
1537.0	19.208	15.969	16.299	15.283	8.4941	5.5846	
1538.0	19.203	15.961	16.29	15.277	8.5252	5.5789	
1539.0	19.198	15.953	16.28	15.294	8.4816	5.577	
1540.0	19.192	15.945	16.271	15.287	8.4628	5.578	
1541.0	19.187	15.937	16.261	15.275	8.4525	5.5494	
1542.0	19.182	15.929	16.252	15.281	8.4651	5.5754	
1543.0	19.176	15.92	16.242	15.279	8.4722	5.544	
1544.0	19.171	15.912	16.233	15.282	8.4897	5.5788	
1545.0	19.166	15.904	16.223	15.263	8.493	5.5536	
1546.0	19.16	15.896	16.214	15.278	8.4662	5.5539	
1547.0	19.155	15.888	16.204	15.274	8.4734	5.5453	
1548.0	19.15	15.88	16.195	15.277	8.4642	5.5399	
1549.0	19.145	15.872	16.185	15.277	8.4838	5.5347	
1550.0	19.139	15.864	16.176	15.282	8.4621	5.5433	
1551.0	19.134	15.856	16.166	15.26	8.4848	5.5405	
1552.0	19.129	15.848	16.157	15.272	8.4641	5.5476	
1553.0	19.124	15.84	16.148	15.253	8.4528	5.5522	
1554.0	19.119	15.832	16.138	15.262	8.4672	5.5335	
1555.0	19.113	15.824	16.129	15.281	8.442	5.52	
1556.0	19.108	15.816	16.12	15.259	8.4567	5.5561	
1557.0	19.103	15.808	16.11	15.253	8.4481	5.5181	
1558.0	19.098	15.801	16.101	15.256	8.4504	5.5207	
1559.0	19.093	15.793	16.092	15.276	8.4324	5.4932	
1560.0	19.087	15.785	16.082	15.271	8.4614	5.517	
1561.0	19.082	15.777	16.073	15.28	8.463	5.5073	
1562.0	19.077	15.769	16.064	15.286	8.4263	5.5184	
1563.0	19.072	15.761	16.054	15.246	8.4494	5.5213	
1564.0	19.067	15.753	16.045	15.253	8.4738	5.4959	
1565.0	19.062	15.745	16.036	15.26	8.475	5.4892	
1566.0	19.057	15.738	16.027	15.25	8.4211	5.471	
1567.0	19.052	15.73	16.017	15.272	8.4036	5.5013	
1568.0	19.046	15.722	16.008	15.254	8.4459	5.5132	
1569.0	19.041	15.714	15.999	15.273	8.4673	5.5183	
1570.0	19.036	15.706	15.99	15.258	8.4541	5.5109	
1571.0	19.031	15.699	15.981	15.251	8.43	5.5032	
1572.0	19.026	15.691	15.971	15.247	8.4216	5.516	
1573.0	19.021	15.683	15.962	15.253	8.4038	5.4898	
1574.0	19.016	15.675	15.953	15.271	8.4254	5.4739	
1575.0	19.011	15.668	15.944	15.231	8.4078	5.4942	
1576.0	19.006	15.66	15.935	15.249	8.3978	5.4296	
1577.0	19.001	15.652	15.926	15.217	8.3749	5.4756	
1578.0	18.996	15.644	15.917	15.237	8.4288	5.4607	
1579.0	18.991	15.637	15.907	15.228	8.4205	5.4795	
1580.0	18.986	15.629	15.898	15.239	8.3869	5.4487	
1581.0	18.981	15.621	15.889	15.234	8.4189	5.4105	
1582.0	18.976	15.614	15.88	15.257	8.4008	5.48	
1583.0	18.971	15.606	15.871	15.226	8.4345	5.4544	
1584.0	18.966	15.598	15.862	15.259	8.3606	5.4227	
1585.0	18.961	15.591	15.853	15.244	8.4289	5.4566	
1586.0	18.956	15.583	15.844	15.233	8.3734	5.502	
1587.0	18.951	15.575	15.835	15.238	8.4237	5.4611	
1588.0	18.946	15.568	15.826	15.245	8.3774	5.3926	
1589.0	18.941	15.56	15.817	15.215	8.3875	5.4566	
1590.0	18.936	15.553	15.808	15.228	8.3519	5.4219	
1591.0	18.932	15.545	15.799	15.219	8.3652	5.442	
1592.0	18.927	15.538	15.79	15.22	8.4063	5.4059	
1593.0	18.922	15.53	15.781	15.242	8.3902	5.4055	
1594.0	18.917	15.522	15.772	15.227	8.3533	5.4718	
1595.0	18.912	15.515	15.763	15.251	8.3693	5.388	
1596.0	18.907	15.507	15.754	15.218	8.396	5.4089	
1597.0	18.902	15.5	15.745	15.224	8.3787	5.4234	
1598.0	18.897	15.492	15.736	15.233	8.3674	5.3693	
1599.0	18.893	15.485	15.727	15.229	8.3583	5.4027	
1600.0	18.888	15.477	15.719	15.215	8.372	5.3582	
1601.0	18.883	15.47	15.71	15.245	8.3609	5.4297	
1602.0	18.878	15.462	15.701	15.238	8.3485	5.3855	
1603.0	18.873	15.455	15.692	15.243	8.3307	5.3756	
1604.0	18.868	15.447	15.683	15.231	8.3665	5.3766	
1605.0	18.864	15.44	15.674	15.219	8.355	5.4195	
1606.0	18.859	15.433	15.665	15.218	8.3515	5.381	
1607.0	18.854	15.425	15.657	15.236	8.3546	5.3807	
1608.0	18.849	15.418	15.648	15.198	8.3743	5.3834	
1609.0	18.845	15.41	15.639	15.209	8.3542	5.3865	
1610.0	18.84	15.403	15.63	15.217	8.3669	5.3679	
1611.0	18.835	15.396	15.621	15.223	8.3448	5.3933	
1612.0	18.83	15.388	15.613	15.243	8.3307	5.3638	
1613.0	18.826	15.381	15.604	15.178	8.3644	5.3728	
1614.0	18.821	15.374	15.595	15.202	8.361	5.4227	
1615.0	18.816	15.366	15.586	15.227	8.3397	5.3958	
1616.0	18.811	15.359	15.578	15.22	8.3127	5.3666	
1617.0	18.807	15.352	15.569	15.246	8.3553	5.3936	
1618.0	18.802	15.344	15.56	15.226	8.3236	5.3726	
1619.0	18.797	15.337	15.552	15.199	8.3466	5.3731	
1620.0	18.793	15.33	15.543	15.181	8.3603	5.3781	
1621.0	18.788	15.322	15.534	15.208	8.3253	5.3494	
1622.0	18.783	15.315	15.526	15.178	8.3112	5.3902	
1623.0	18.779	15.308	15.517	15.171	8.3181	5.3343	
1624.0	18.774	15.301	15.508	15.213	8.3478	5.3601	
1625.0	18.769	15.293	15.5	15.221	8.3268	5.3138	
1626.0	18.765	15.286	15.491	15.189	8.3195	5.3457	
1627.0	18.76	15.279	15.482	15.194	8.2845	5.3273	
1628.0	18.755	15.272	15.474	15.187	8.3499	5.3401	
1629.0	18.751	15.264	15.465	15.19	8.342	5.3735	
1630.0	18.746	15.257	15.457	15.179	8.3391	5.3371	
1631.0	18.742	15.25	15.448	15.173	8.3154	5.3855	
1632.0	18.737	15.243	15.439	15.186	8.35	5.3166	
1633.0	18.732	15.236	15.431	15.203	8.3497	5.3381	
1634.0	18.728	15.228	15.422	15.171	8.297	5.3258	
1635.0	18.723	15.221	15.414	15.194	8.3312	5.3287	
1636.0	18.719	15.214	15.405	15.188	8.3212	5.3036	
1637.0	18.714	15.207	15.397	15.199	8.3059	5.3668	
1638.0	18.71	15.2	15.388	15.222	8.2801	5.3259	
1639.0	18.705	15.193	15.38	15.182	8.3194	5.2974	
1640.0	18.701	15.186	15.371	15.173	8.2818	5.3281	
1641.0	18.696	15.179	15.363	15.175	8.354	5.2891	
1642.0	18.691	15.171	15.354	15.205	8.2703	5.335	
1643.0	18.687	15.164	15.346	15.19	8.3112	5.2849	
1644.0	18.682	15.157	15.337	15.187	8.2906	5.3078	
1645.0	18.678	15.15	15.329	15.188	8.2927	5.329	
1646.0	18.673	15.143	15.32	15.208	8.31	5.2496	
1647.0	18.669	15.136	15.312	15.15	8.3281	5.3322	
1648.0	18.664	15.129	15.304	15.196	8.214	5.2562	
1649.0	18.66	15.122	15.295	15.203	8.3041	5.32	
1650.0	18.656	15.115	15.287	15.183	8.3097	5.3172	
1651.0	18.651	15.108	15.278	15.183	8.2823	5.2789	
1652.0	18.647	15.101	15.27	15.167	8.2903	5.2806	
1653.0	18.642	15.094	15.262	15.222	8.273	5.3132	
1654.0	18.638	15.087	15.253	15.187	8.2721	5.3	
1655.0	18.633	15.08	15.245	15.181	8.3124	5.2674	
1656.0	18.629	15.073	15.237	15.178	8.2858	5.2886	
1657.0	18.624	15.066	15.228	15.182	8.2736	5.2715	
1658.0	18.62	15.059	15.22	15.168	8.2909	5.2684	
1659.0	18.616	15.052	15.212	15.198	8.2389	5.2994	
1660.0	18.611	15.045	15.203	15.134	8.2013	5.3163	
1661.0	18.607	15.038	15.195	15.18	8.22	5.277	
1662.0	18.602	15.031	15.187	15.141	8.2754	5.2561	
1663.0	18.598	15.025	15.178	15.16	8.3068	5.3083	
1664.0	18.594	15.018	15.17	15.139	8.2076	5.1903	
1665.0	18.589	15.011	15.162	15.134	8.2768	5.2901	
1666.0	18.585	15.004	15.154	15.203	8.2376	5.2267	
1667.0	18.581	14.997	15.145	15.116	8.178	5.2636	
1668.0	18.576	14.99	15.137	15.094	8.2587	5.2816	
1669.0	18.572	14.983	15.129	15.177	8.2221	5.1642	
1670.0	18.568	14.976	15.121	15.177	8.3188	5.28	
1671.0	18.563	14.97	15.113	15.144	8.2985	5.1962	
1672.0	18.559	14.963	15.104	15.205	8.2434	5.1552	
1673.0	18.555	14.956	15.096	15.194	8.2671	5.2595	
1674.0	18.55	14.949	15.088	15.196	8.273	5.2443	
1675.0	18.546	14.942	15.08	15.123	8.1082	5.2754	
1676.0	18.542	14.936	15.072	15.177	8.2951	5.2414	
1677.0	18.538	14.929	15.064	15.141	8.2686	5.3115	
1678.0	18.533	14.922	15.055	15.131	8.1656	5.2901	
1679.0	18.529	14.915	15.047	15.153	8.2106	5.2576	
1680.0	18.525	14.908	15.039	15.136	8.2649	5.3272	
1681.0	18.52	14.902	15.031	15.15	8.3289	5.2473	
1682.0	18.516	14.895	15.023	15.105	8.2398	5.2015	
1683.0	18.512	14.888	15.015	15.132	8.2922	5.1972	
1684.0	18.508	14.882	15.007	15.112	8.2552	5.3479	
1685.0	18.504	14.875	14.999	15.14	8.0623	5.0309	
1686.0	18.499	14.868	14.991	15.254	8.287	5.2897	
1687.0	18.495	14.861	14.983	15.066	8.3556	5.4453	
1688.0	18.491	14.855	14.974	15.075	8.27	5.2045	
1689.0	18.487	14.848	14.966	15.151	8.2085	5.0922	
1690.0	18.482	14.841	14.958	15.044	8.425	5.2279	
1691.0	18.478	14.835	14.95	15.226	8.1621	5.1941	
1692.0	18.474	14.828	14.942	15.228	8.4692	5.2754	
1693.0	18.47	14.821	14.934	14.99	8.3545	5.5722	
1694.0	18.466	14.815	14.926	14.9	8.082	5.2263	
1695.0	18.462	14.808	14.918	15.192	8.4939	5.4261	
1696.0	18.457	14.801	14.91	15.082	8.2301	5.4347	
1697.0	18.453	14.795	14.902	15.142	8.3357	5.437	
1698.0	18.449	14.788	14.894	14.719	8.2576	4.9981	
1699.0	18.445	14.782	14.886	14.916	8.6842	5.3629	
1700.0	18.441	14.775	14.879	14.932	8.1696	5.1826	
