	65.0	70.0	75.0	65.0	70.0	75.0	
779.0	29.049	28.349	29.469	17.771	12.515	10.473	
780.0	29.019	28.315	29.437	17.769	12.529	10.484	
781.0	28.988	28.282	29.404	17.816	12.552	10.405	
782.0	28.958	28.249	29.372	17.788	12.453	10.414	
783.0	28.928	28.216	29.34	17.766	12.44	10.413	
784.0	28.898	28.183	29.308	17.747	12.468	10.369	
785.0	28.868	28.151	29.276	17.727	12.424	10.347	
786.0	28.838	28.118	29.244	17.72	12.435	10.349	
787.0	28.809	28.085	29.213	17.725	12.412	10.345	
788.0	28.779	28.053	29.181	17.722	12.394	10.324	
789.0	28.749	28.02	29.15	17.703	12.376	10.317	
790.0	28.72	27.988	29.118	17.705	12.403	10.277	
791.0	28.691	27.956	29.087	17.675	12.368	10.278	
792.0	28.662	27.924	29.055	17.689	12.361	10.267	
793.0	28.633	27.892	29.024	17.679	12.381	10.266	
794.0	28.604	27.86	28.993	17.66	12.327	10.239	
795.0	28.575	27.828	28.962	17.659	12.309	10.224	
796.0	28.546	27.796	28.931	17.662	12.313	10.213	
797.0	28.517	27.765	28.9	17.654	12.325	10.176	
798.0	28.489	27.733	28.869	17.666	12.323	10.181	
799.0	28.46	27.702	28.838	17.647	12.261	10.206	
800.0	28.432	27.67	28.807	17.62	12.266	10.135	
801.0	28.404	27.639	28.777	17.605	12.279	10.152	
802.0	28.376	27.608	28.746	17.648	12.257	10.122	
803.0	28.347	27.577	28.716	17.585	12.228	10.092	
804.0	28.319	27.546	28.685	17.575	12.219	10.133	
805.0	28.292	27.515	28.655	17.566	12.198	10.093	
806.0	28.264	27.484	28.625	17.583	12.17	10.084	
807.0	28.236	27.453	28.594	17.566	12.126	10.115	
808.0	28.209	27.423	28.564	17.569	12.174	10.024	
809.0	28.181	27.392	28.534	17.516	12.099	10.047	
810.0	28.154	27.361	28.504	17.556	12.165	10.014	
811.0	28.126	27.331	28.474	17.537	12.131	9.9973	
812.0	28.099	27.301	28.444	17.532	12.176	10.005	
813.0	28.072	27.27	28.415	17.542	12.077	9.9926	
814.0	28.045	27.24	28.385	17.52	12.11	10.013	
815.0	28.018	27.21	28.355	17.499	12.091	9.9656	
816.0	27.991	27.18	28.326	17.51	12.082	9.9131	
817.0	27.964	27.15	28.296	17.487	12.062	9.9298	
818.0	27.938	27.12	28.267	17.492	12.059	9.9034	
819.0	27.911	27.091	28.237	17.483	12.042	9.9129	
820.0	27.885	27.061	28.208	17.46	12.018	9.8719	
821.0	27.858	27.031	28.179	17.453	12.005	9.8656	
822.0	27.832	27.002	28.149	17.45	12.012	9.8616	
823.0	27.806	26.972	28.12	17.451	12.006	9.8525	
824.0	27.779	26.943	28.091	17.443	12.007	9.8497	
825.0	27.753	26.914	28.062	17.437	11.988	9.8449	
826.0	27.727	26.885	28.033	17.433	11.98	9.8362	
827.0	27.701	26.855	28.005	17.43	11.974	9.8144	
828.0	27.676	26.826	27.976	17.419	11.964	9.8087	
829.0	27.65	26.798	27.947	17.407	11.95	9.7941	
830.0	27.624	26.769	27.918	17.407	11.946	9.8031	
831.0	27.599	26.74	27.89	17.4	11.919	9.7859	
832.0	27.573	26.711	27.861	17.384	11.91	9.7662	
833.0	27.548	26.682	27.833	17.379	11.905	9.7353	
834.0	27.522	26.654	27.804	17.367	11.897	9.7158	
835.0	27.497	26.625	27.776	17.36	11.889	9.7177	
836.0	27.472	26.597	27.748	17.358	11.888	9.6974	
837.0	27.447	26.569	27.72	17.35	11.861	9.7024	
838.0	27.422	26.54	27.691	17.356	11.846	9.6741	
839.0	27.397	26.512	27.663	17.339	11.835	9.6728	
840.0	27.372	26.484	27.635	17.323	11.851	9.6213	
841.0	27.347	26.456	27.607	17.338	11.799	9.6059	
842.0	27.323	26.428	27.58	17.35	11.812	9.6524	
843.0	27.298	26.4	27.552	17.333	11.79	9.6237	
844.0	27.274	26.372	27.524	17.328	11.8	9.6135	
845.0	27.249	26.344	27.496	17.337	11.83	9.5864	
846.0	27.225	26.317	27.469	17.25	11.762	9.5728	
847.0	27.201	26.289	27.441	17.316	11.671	9.6306	
848.0	27.176	26.261	27.413	17.299	11.801	9.6341	
849.0	27.152	26.234	27.386	17.296	11.713	9.5251	
850.0	27.128	26.206	27.359	17.278	11.74	9.5683	
851.0	27.104	26.179	27.331	17.254	11.712	9.5872	
852.0	27.08	26.152	27.304	17.249	11.723	9.4661	
853.0	27.056	26.125	27.277	17.279	11.658	9.4759	
854.0	27.033	26.097	27.249	17.228	11.704	9.4325	
855.0	27.009	26.07	27.222	17.23	11.626	9.478	
856.0	26.985	26.043	27.195	17.202	11.678	9.4881	
857.0	26.962	26.016	27.168	17.234	11.659	9.4508	
858.0	26.938	25.99	27.141	17.248	11.682	9.4151	
859.0	26.915	25.963	27.114	17.26	11.629	9.461	
860.0	26.892	25.936	27.088	17.206	11.667	9.4684	
861.0	26.868	25.909	27.061	17.177	11.615	9.3825	
862.0	26.845	25.883	27.034	17.215	11.595	9.3837	
863.0	26.822	25.856	27.007	17.205	11.644	9.3907	
864.0	26.799	25.83	26.981	17.208	11.589	9.387	
865.0	26.776	25.803	26.954	17.157	11.577	9.3165	
866.0	26.753	25.777	26.928	17.167	11.563	9.3468	
867.0	26.73	25.751	26.901	17.147	11.513	9.3459	
868.0	26.707	25.725	26.875	17.118	11.543	9.3501	
869.0	26.685	25.698	26.849	17.15	11.508	9.2901	
870.0	26.662	25.672	26.822	17.159	11.516	9.3057	
871.0	26.64	25.646	26.796	17.146	11.508	9.2767	
872.0	26.617	25.62	26.77	17.131	11.512	9.3136	
873.0	26.595	25.594	26.744	17.157	11.469	9.267	
874.0	26.572	25.569	26.718	17.129	11.488	9.2504	
875.0	26.55	25.543	26.692	17.111	11.474	9.2559	
876.0	26.528	25.517	26.666	17.115	11.465	9.2204	
877.0	26.506	25.492	26.64	17.112	11.46	9.2537	
878.0	26.484	25.466	26.614	17.083	11.444	9.2191	
879.0	26.461	25.44	26.588	17.079	11.432	9.1998	
880.0	26.44	25.415	26.563	17.071	11.421	9.1926	
881.0	26.418	25.39	26.537	17.069	11.417	9.1849	
882.0	26.396	25.364	26.511	17.067	11.412	9.1889	
883.0	26.374	25.339	26.486	17.063	11.408	9.1794	
884.0	26.352	25.314	26.46	17.061	11.404	9.1718	
885.0	26.331	25.289	26.435	17.061	11.396	9.1709	
886.0	26.309	25.264	26.409	17.056	11.388	9.1566	
887.0	26.288	25.239	26.384	17.046	11.371	9.1428	
888.0	26.266	25.214	26.359	17.044	11.364	9.1243	
889.0	26.245	25.189	26.333	17.031	11.351	9.1119	
890.0	26.223	25.164	26.308	17.018	11.337	9.0964	
891.0	26.202	25.139	26.283	17.012	11.328	9.0812	
892.0	26.181	25.114	26.258	17.01	11.316	9.0788	
893.0	26.16	25.09	26.233	17.003	11.31	9.0602	
894.0	26.139	25.065	26.208	16.991	11.308	9.0486	
895.0	26.118	25.04	26.183	16.999	11.303	9.0533	
896.0	26.097	25.016	26.158	16.989	11.29	9.0498	
897.0	26.076	24.992	26.133	16.989	11.285	9.0476	
898.0	26.055	24.967	26.108	16.987	11.282	9.0195	
899.0	26.034	24.943	26.084	16.979	11.268	9.0175	
900.0	26.014	24.919	26.059	16.966	11.258	8.9949	
901.0	25.993	24.894	26.034	16.947	11.247	8.9733	
902.0	25.972	24.87	26.01	16.948	11.229	8.9685	
903.0	25.952	24.846	25.985	16.945	11.226	8.9618	
904.0	25.931	24.822	25.961	16.94	11.217	8.9595	
905.0	25.911	24.798	25.936	16.932	11.215	8.9576	
906.0	25.891	24.774	25.912	16.934	11.21	8.9517	
907.0	25.87	24.75	25.887	16.929	11.206	8.9528	
908.0	25.85	24.726	25.863	16.931	11.194	8.9288	
909.0	25.83	24.703	25.839	16.916	11.183	8.9209	
910.0	25.81	24.679	25.814	16.902	11.167	8.91	
911.0	25.79	24.655	25.79	16.906	11.155	8.9055	
912.0	25.77	24.632	25.766	16.894	11.128	8.8691	
913.0	25.75	24.608	25.742	16.881	11.137	8.8493	
914.0	25.73	24.585	25.718	16.883	11.127	8.8511	
915.0	25.71	24.561	25.694	16.876	11.114	8.8449	
916.0	25.69	24.538	25.67	16.869	11.119	8.8435	
917.0	25.67	24.514	25.646	16.869	11.116	8.8377	
918.0	25.651	24.491	25.622	16.872	11.111	8.8326	
919.0	25.631	24.468	25.599	16.868	11.102	8.8198	
920.0	25.612	24.445	25.575	16.862	11.094	8.8106	
921.0	25.592	24.422	25.551	16.852	11.081	8.8013	
922.0	25.573	24.399	25.527	16.848	11.073	8.8045	
923.0	25.553	24.376	25.504	16.851	11.066	8.7956	
924.0	25.534	24.353	25.48	16.835	11.037	8.7695	
925.0	25.515	24.33	25.457	16.832	11.054	8.7564	
926.0	25.495	24.307	25.433	16.815	11.035	8.7417	
927.0	25.476	24.284	25.41	16.816	11.041	8.7315	
928.0	25.457	24.261	25.386	16.814	11.034	8.7362	
929.0	25.438	24.239	25.363	16.797	10.994	8.7477	
930.0	25.419	24.216	25.34	16.793	10.972	8.7269	
931.0	25.4	24.193	25.316	16.805	11.016	8.7154	
932.0	25.381	24.171	25.293	16.812	10.951	8.6826	
933.0	25.362	24.148	25.27	16.782	11.008	8.6791	
934.0	25.343	24.126	25.247	16.775	10.976	8.695	
935.0	25.324	24.103	25.224	16.773	10.978	8.6554	
936.0	25.306	24.081	25.201	16.753	10.941	8.6501	
937.0	25.287	24.059	25.178	16.753	10.935	8.6851	
938.0	25.268	24.036	25.155	16.783	10.944	8.6069	
939.0	25.25	24.014	25.132	16.761	10.933	8.6336	
940.0	25.231	23.992	25.109	16.766	10.894	8.6504	
941.0	25.213	23.97	25.086	16.76	10.92	8.6114	
942.0	25.195	23.948	25.063	16.739	10.886	8.5574	
943.0	25.176	23.926	25.041	16.715	10.91	8.5951	
944.0	25.158	23.904	25.018	16.717	10.929	8.5787	
945.0	25.14	23.882	24.995	16.744	10.893	8.5827	
946.0	25.121	23.86	24.973	16.743	10.888	8.5713	
947.0	25.103	23.838	24.95	16.722	10.888	8.5569	
948.0	25.085	23.816	24.928	16.718	10.861	8.5456	
949.0	25.067	23.795	24.905	16.708	10.84	8.5238	
950.0	25.049	23.773	24.883	16.702	10.832	8.5213	
951.0	25.031	23.751	24.86	16.691	10.851	8.5259	
952.0	25.013	23.73	24.838	16.683	10.844	8.5209	
953.0	24.995	23.708	24.816	16.694	10.825	8.4986	
954.0	24.977	23.687	24.793	16.695	10.819	8.5124	
955.0	24.96	23.665	24.771	16.682	10.807	8.4784	
956.0	24.942	23.644	24.749	16.663	10.812	8.4848	
957.0	24.924	23.623	24.727	16.664	10.803	8.5324	
958.0	24.906	23.601	24.705	16.644	10.785	8.4534	
959.0	24.889	23.58	24.683	16.666	10.771	8.4791	
960.0	24.871	23.559	24.661	16.678	10.753	8.4078	
961.0	24.854	23.537	24.639	16.673	10.778	8.3952	
962.0	24.836	23.516	24.617	16.661	10.689	8.3687	
963.0	24.819	23.495	24.595	16.62	10.712	8.4149	
964.0	24.802	23.474	24.573	16.649	10.748	8.3485	
965.0	24.784	23.453	24.551	16.617	10.733	8.3817	
966.0	24.767	23.432	24.529	16.628	10.753	8.359	
967.0	24.75	23.411	24.507	16.623	10.733	8.3919	
968.0	24.733	23.391	24.486	16.627	10.745	8.3832	
969.0	24.715	23.37	24.464	16.611	10.709	8.3707	
970.0	24.698	23.349	24.442	16.625	10.692	8.3925	
971.0	24.681	23.328	24.421	16.613	10.68	8.3706	
972.0	24.664	23.308	24.399	16.61	10.702	8.3492	
973.0	24.647	23.287	24.378	16.61	10.685	8.3224	
974.0	24.63	23.266	24.356	16.594	10.661	8.3374	
975.0	24.614	23.246	24.335	16.588	10.668	8.2816	
976.0	24.597	23.225	24.313	16.58	10.653	8.2972	
977.0	24.58	23.205	24.292	16.575	10.641	8.2843	
978.0	24.563	23.184	24.271	16.572	10.632	8.2858	
979.0	24.547	23.164	24.25	16.57	10.638	8.2719	
980.0	24.53	23.144	24.228	16.575	10.628	8.2724	
981.0	24.513	23.123	24.207	16.572	10.626	8.2804	
982.0	24.497	23.103	24.186	16.566	10.621	8.2707	
983.0	24.48	23.083	24.165	16.562	10.623	8.2828	
984.0	24.464	23.063	24.144	16.548	10.613	8.2676	
985.0	24.447	23.043	24.123	16.546	10.617	8.2362	
986.0	24.431	23.022	24.102	16.573	10.595	8.2584	
987.0	24.414	23.002	24.081	16.537	10.591	8.2149	
988.0	24.398	22.982	24.06	16.532	10.56	8.1936	
989.0	24.382	22.962	24.039	16.524	10.566	8.1933	
990.0	24.366	22.943	24.018	16.52	10.547	8.1876	
991.0	24.349	22.923	23.997	16.519	10.55	8.1676	
992.0	24.333	22.903	23.976	16.52	10.545	8.1802	
993.0	24.317	22.883	23.955	16.509	10.544	8.1739	
994.0	24.301	22.863	23.935	16.517	10.548	8.1768	
995.0	24.285	22.844	23.914	16.503	10.54	8.1619	
996.0	24.269	22.824	23.893	16.496	10.533	8.1554	
997.0	24.253	22.804	23.873	16.504	10.529	8.1444	
998.0	24.237	22.785	23.852	16.493	10.516	8.1417	
999.0	24.221	22.765	23.832	16.483	10.502	8.1776	
1000.0	24.206	22.745	23.811	16.5	10.478	8.1157	
1001.0	24.19	22.726	23.791	16.464	10.53	8.0949	
1002.0	24.174	22.707	23.77	16.485	10.51	8.0982	
1003.0	24.158	22.687	23.75	16.476	10.477	8.0989	
1004.0	24.143	22.668	23.73	16.475	10.443	8.0759	
1005.0	24.127	22.649	23.709	16.439	10.542	8.1117	
1006.0	24.111	22.629	23.689	16.467	10.428	8.1096	
1007.0	24.096	22.61	23.669	16.465	10.492	8.0327	
1008.0	24.08	22.591	23.648	16.449	10.484	8.0563	
1009.0	24.065	22.572	23.628	16.429	10.432	8.0496	
1010.0	24.049	22.553	23.608	16.466	10.451	8.0414	
1011.0	24.034	22.533	23.588	16.433	10.444	8.0428	
1012.0	24.019	22.514	23.568	16.438	10.431	8.0143	
1013.0	24.003	22.495	23.548	16.434	10.414	8.0082	
1014.0	23.988	22.476	23.528	16.435	10.394	8.0042	
1015.0	23.973	22.457	23.508	16.437	10.4	7.9932	
1016.0	23.958	22.439	23.488	16.413	10.402	8.087	
1017.0	23.943	22.42	23.468	16.395	10.365	7.9546	
1018.0	23.927	22.401	23.448	16.391	10.366	7.9748	
1019.0	23.912	22.382	23.428	16.377	10.349	7.938	
1020.0	23.897	22.363	23.409	16.428	10.409	7.9076	
1021.0	23.882	22.345	23.389	16.344	10.406	7.9482	
1022.0	23.867	22.326	23.369	16.399	10.335	7.9468	
1023.0	23.852	22.307	23.349	16.418	10.322	7.9437	
1024.0	23.837	22.289	23.33	16.374	10.301	7.9785	
1025.0	23.823	22.27	23.31	16.416	10.31	7.9159	
1026.0	23.808	22.252	23.29	16.38	10.359	7.8728	
1027.0	23.793	22.233	23.271	16.414	10.241	7.8987	
1028.0	23.778	22.215	23.251	16.371	10.339	7.8451	
1029.0	23.763	22.196	23.232	16.355	10.283	7.8299	
1030.0	23.749	22.178	23.212	16.359	10.328	7.903	
1031.0	23.734	22.16	23.193	16.422	10.333	7.9249	
1032.0	23.719	22.141	23.174	16.316	10.327	7.8632	
1033.0	23.705	22.123	23.154	16.382	10.287	7.887	
1034.0	23.69	22.105	23.135	16.356	10.309	7.8533	
1035.0	23.676	22.087	23.116	16.379	10.251	7.9231	
1036.0	23.661	22.068	23.096	16.253	10.285	7.8388	
1037.0	23.647	22.05	23.077	16.397	10.175	7.8035	
1038.0	23.633	22.032	23.058	16.319	10.24	7.9786	
1039.0	23.618	22.014	23.039	16.361	10.29	7.9209	
1040.0	23.604	21.996	23.02	16.298	10.088	7.8087	
1041.0	23.589	21.978	23.0	16.335	10.216	7.8567	
1042.0	23.575	21.96	22.981	16.445	10.238	7.6434	
1043.0	23.561	21.942	22.962	16.412	10.176	7.6925	
1044.0	23.547	21.924	22.943	16.267	10.268	7.7417	
1045.0	23.533	21.907	22.924	16.308	10.204	7.7873	
1046.0	23.519	21.889	22.905	16.204	10.35	7.5825	
1047.0	23.504	21.871	22.886	16.266	10.039	7.7932	
1048.0	23.49	21.853	22.868	16.229	10.157	7.8069	
1049.0	23.476	21.836	22.849	16.299	10.171	7.7236	
1050.0	23.462	21.818	22.83	16.276	10.083	7.8107	
1051.0	23.448	21.8	22.811	16.278	10.17	7.7396	
1052.0	23.434	21.783	22.792	16.273	10.161	7.7044	
1053.0	23.421	21.765	22.774	16.277	10.167	7.7231	
1054.0	23.407	21.748	22.755	16.277	10.148	7.7089	
1055.0	23.393	21.73	22.736	16.277	10.167	7.6972	
1056.0	23.379	21.713	22.718	16.273	10.135	7.687	
1057.0	23.365	21.695	22.699	16.269	10.153	7.6997	
1058.0	23.352	21.678	22.68	16.262	10.142	7.6709	
1059.0	23.338	21.66	22.662	16.247	10.134	7.6933	
1060.0	23.324	21.643	22.643	16.254	10.134	7.6648	
1061.0	23.311	21.626	22.625	16.263	10.116	7.6747	
1062.0	23.297	21.608	22.606	16.239	10.115	7.6648	
1063.0	23.283	21.591	22.588	16.235	10.098	7.6667	
1064.0	23.27	21.574	22.57	16.233	10.093	7.6472	
1065.0	23.256	21.557	22.551	16.225	10.087	7.629	
1066.0	23.243	21.54	22.533	16.232	10.086	7.618	
1067.0	23.229	21.523	22.515	16.223	10.089	7.6219	
1068.0	23.216	21.506	22.496	16.218	10.078	7.6284	
1069.0	23.203	21.488	22.478	16.223	10.054	7.6005	
1070.0	23.189	21.471	22.46	16.22	10.079	7.5985	
1071.0	23.176	21.455	22.442	16.218	10.063	7.599	
1072.0	23.163	21.438	22.424	16.202	10.065	7.5925	
1073.0	23.149	21.421	22.406	16.215	10.029	7.5661	
1074.0	23.136	21.404	22.387	16.199	10.044	7.5808	
1075.0	23.123	21.387	22.369	16.193	10.033	7.5517	
1076.0	23.11	21.37	22.351	16.201	10.022	7.5548	
1077.0	23.097	21.353	22.333	16.189	10.024	7.5511	
1078.0	23.084	21.337	22.315	16.185	10.008	7.5417	
1079.0	23.071	21.32	22.297	16.186	10.022	7.5314	
1080.0	23.058	21.303	22.279	16.186	10.011	7.5387	
1081.0	23.045	21.287	22.262	16.179	10.01	7.5348	
1082.0	23.032	21.27	22.244	16.172	10.007	7.5257	
1083.0	23.019	21.253	22.226	16.18	9.9947	7.5117	
1084.0	23.006	21.237	22.208	16.172	9.995	7.5129	
1085.0	22.993	21.22	22.19	16.166	9.9914	7.5014	
1086.0	22.98	21.204	22.173	16.171	9.9923	7.5038	
1087.0	22.967	21.187	22.155	16.156	9.9873	7.4945	
1088.0	22.954	21.171	22.137	16.166	9.9817	7.4997	
1089.0	22.942	21.154	22.12	16.159	9.9779	7.4821	
1090.0	22.929	21.138	22.102	16.158	9.9803	7.4881	
1091.0	22.916	21.122	22.084	16.153	9.9785	7.4853	
1092.0	22.903	21.105	22.067	16.144	9.9565	7.4715	
1093.0	22.891	21.089	22.049	16.148	9.9506	7.4729	
1094.0	22.878	21.073	22.032	16.141	9.9601	7.4722	
1095.0	22.866	21.057	22.014	16.15	9.9318	7.4483	
1096.0	22.853	21.04	21.997	16.144	9.9407	7.4519	
1097.0	22.84	21.024	21.979	16.13	9.9283	7.4383	
1098.0	22.828	21.008	21.962	16.124	9.9234	7.4168	
1099.0	22.815	20.992	21.945	16.123	9.9232	7.4195	
1100.0	22.803	20.976	21.927	16.113	9.9178	7.4139	
1101.0	22.791	20.96	21.91	16.124	9.9056	7.3964	
1102.0	22.778	20.944	21.893	16.116	9.8945	7.3888	
1103.0	22.766	20.928	21.875	16.109	9.8791	7.3797	
1104.0	22.754	20.912	21.858	16.105	9.888	7.3786	
1105.0	22.741	20.896	21.841	16.097	9.8862	7.3711	
1106.0	22.729	20.88	21.824	16.101	9.8753	7.3644	
1107.0	22.717	20.864	21.807	16.09	9.8672	7.3615	
1108.0	22.704	20.848	21.789	16.098	9.873	7.3533	
1109.0	22.692	20.832	21.772	16.089	9.8628	7.35	
1110.0	22.68	20.817	21.755	16.087	9.8562	7.3493	
1111.0	22.668	20.801	21.738	16.086	9.8575	7.3426	
1112.0	22.656	20.785	21.721	16.085	9.8439	7.3361	
1113.0	22.644	20.769	21.704	16.085	9.8491	7.3346	
1114.0	22.632	20.754	21.687	16.08	9.8466	7.3305	
1115.0	22.62	20.738	21.67	16.077	9.8484	7.3291	
1116.0	22.608	20.722	21.653	16.078	9.8409	7.3321	
1117.0	22.596	20.707	21.637	16.079	9.8416	7.3209	
1118.0	22.584	20.691	21.62	16.072	9.8334	7.3214	
1119.0	22.572	20.676	21.603	16.06	9.8347	7.3015	
1120.0	22.56	20.66	21.586	16.068	9.8313	7.2924	
1121.0	22.548	20.645	21.569	16.067	9.8176	7.2878	
1122.0	22.536	20.629	21.553	16.06	9.8063	7.2978	
1123.0	22.524	20.614	21.536	16.048	9.8069	7.2903	
1124.0	22.513	20.599	21.519	16.063	9.8076	7.2673	
1125.0	22.501	20.583	21.502	16.054	9.7979	7.2623	
1126.0	22.489	20.568	21.486	16.058	9.8085	7.2676	
1127.0	22.477	20.553	21.469	16.033	9.7894	7.2435	
1128.0	22.466	20.537	21.453	16.033	9.7801	7.246	
1129.0	22.454	20.522	21.436	16.039	9.78	7.2589	
1130.0	22.442	20.507	21.419	16.029	9.784	7.2303	
1131.0	22.431	20.492	21.403	16.028	9.7661	7.2327	
1132.0	22.419	20.476	21.386	16.029	9.7641	7.2224	
1133.0	22.408	20.461	21.37	16.022	9.7746	7.22	
1134.0	22.396	20.446	21.354	16.013	9.7404	7.2208	
1135.0	22.384	20.431	21.337	16.016	9.7516	7.1929	
1136.0	22.373	20.416	21.321	16.019	9.733	7.2045	
1137.0	22.362	20.401	21.304	16.012	9.7186	7.2018	
1138.0	22.35	20.386	21.288	16.011	9.7314	7.1817	
1139.0	22.339	20.371	21.272	16.007	9.7294	7.188	
1140.0	22.327	20.356	21.255	16.0	9.711	7.1734	
1141.0	22.316	20.341	21.239	16.013	9.7229	7.1701	
1142.0	22.305	20.326	21.223	16.009	9.7157	7.1425	
1143.0	22.293	20.311	21.207	15.991	9.7047	7.1754	
1144.0	22.282	20.296	21.19	15.991	9.6948	7.1627	
1145.0	22.271	20.282	21.174	15.994	9.7082	7.1617	
1146.0	22.26	20.267	21.158	15.991	9.6734	7.1488	
1147.0	22.248	20.252	21.142	15.987	9.6773	7.1375	
1148.0	22.237	20.237	21.126	15.993	9.6824	7.1398	
1149.0	22.226	20.222	21.11	15.982	9.6859	7.1336	
1150.0	22.215	20.208	21.094	15.971	9.6696	7.1285	
1151.0	22.204	20.193	21.078	15.973	9.6557	7.1144	
1152.0	22.193	20.178	21.062	15.974	9.6664	7.1066	
1153.0	22.182	20.164	21.046	15.967	9.6521	7.0941	
1154.0	22.171	20.149	21.03	15.961	9.6519	7.0958	
1155.0	22.159	20.135	21.014	15.966	9.6506	7.0979	
1156.0	22.148	20.12	20.998	15.955	9.6498	7.0837	
1157.0	22.138	20.106	20.982	15.955	9.6421	7.0727	
1158.0	22.127	20.091	20.966	15.956	9.6421	7.0731	
1159.0	22.116	20.077	20.95	15.96	9.6267	7.0708	
1160.0	22.105	20.062	20.935	15.957	9.628	7.0722	
1161.0	22.094	20.048	20.919	15.947	9.6061	7.0769	
1162.0	22.083	20.033	20.903	15.943	9.6372	7.0503	
1163.0	22.072	20.019	20.887	15.932	9.6109	7.0423	
1164.0	22.061	20.005	20.872	15.933	9.5892	7.0355	
1165.0	22.051	19.99	20.856	15.926	9.6021	7.0251	
1166.0	22.04	19.976	20.84	15.934	9.5923	7.0232	
1167.0	22.029	19.962	20.825	15.935	9.6092	7.0307	
1168.0	22.018	19.948	20.809	15.925	9.5875	7.0159	
1169.0	22.008	19.933	20.793	15.919	9.579	7.0094	
1170.0	21.997	19.919	20.778	15.923	9.5874	6.9969	
1171.0	21.986	19.905	20.762	15.918	9.5745	6.9927	
1172.0	21.976	19.891	20.747	15.915	9.5753	6.9904	
1173.0	21.965	19.877	20.731	15.913	9.572	6.9898	
1174.0	21.955	19.863	20.716	15.912	9.5717	6.9855	
1175.0	21.944	19.849	20.7	15.911	9.5671	6.9893	
1176.0	21.934	19.834	20.685	15.909	9.5553	6.9753	
1177.0	21.923	19.82	20.67	15.913	9.5548	6.9734	
1178.0	21.912	19.806	20.654	15.902	9.5491	6.9642	
1179.0	21.902	19.792	20.639	15.902	9.5544	6.9693	
1180.0	21.892	19.778	20.624	15.901	9.5467	6.9584	
1181.0	21.881	19.765	20.608	15.901	9.5467	6.9598	
1182.0	21.871	19.751	20.593	15.894	9.5385	6.9547	
1183.0	21.86	19.737	20.578	15.897	9.537	6.95	
1184.0	21.85	19.723	20.562	15.892	9.532	6.9421	
1185.0	21.84	19.709	20.547	15.883	9.531	6.946	
1186.0	21.829	19.695	20.532	15.885	9.5219	6.9289	
1187.0	21.819	19.681	20.517	15.884	9.5224	6.9354	
1188.0	21.809	19.668	20.502	15.877	9.523	6.9241	
1189.0	21.799	19.654	20.486	15.882	9.5084	6.9071	
1190.0	21.788	19.64	20.471	15.876	9.5137	6.9197	
1191.0	21.778	19.626	20.456	15.87	9.5099	6.9094	
1192.0	21.768	19.613	20.441	15.871	9.4961	6.8957	
1193.0	21.758	19.599	20.426	15.868	9.4961	6.8932	
1194.0	21.748	19.586	20.411	15.862	9.5027	6.9035	
1195.0	21.738	19.572	20.396	15.874	9.474	6.8908	
1196.0	21.727	19.558	20.381	15.86	9.4905	6.8699	
1197.0	21.717	19.545	20.366	15.862	9.4762	6.8911	
1198.0	21.707	19.531	20.351	15.852	9.4631	6.8864	
1199.0	21.697	19.518	20.336	15.851	9.477	6.8633	
1200.0	21.687	19.504	20.321	15.858	9.4625	6.8505	
1201.0	21.677	19.491	20.307	15.861	9.4796	6.8706	
1202.0	21.667	19.477	20.292	15.841	9.4636	6.8566	
1203.0	21.657	19.464	20.277	15.848	9.4582	6.8337	
1204.0	21.647	19.45	20.262	15.851	9.4464	6.8183	
1205.0	21.637	19.437	20.247	15.832	9.4472	6.8323	
1206.0	21.628	19.424	20.233	15.836	9.466	6.8321	
1207.0	21.618	19.41	20.218	15.846	9.4633	6.8204	
1208.0	21.608	19.397	20.203	15.832	9.4402	6.8124	
1209.0	21.598	19.384	20.188	15.836	9.4279	6.8174	
1210.0	21.588	19.371	20.174	15.829	9.4198	6.7981	
1211.0	21.578	19.357	20.159	15.824	9.4014	6.7811	
1212.0	21.569	19.344	20.144	15.822	9.4159	6.7865	
1213.0	21.559	19.331	20.13	15.831	9.4125	6.7945	
1214.0	21.549	19.318	20.115	15.818	9.422	6.771	
1215.0	21.539	19.305	20.101	15.827	9.4065	6.7776	
1216.0	21.53	19.291	20.086	15.816	9.3902	6.7962	
1217.0	21.52	19.278	20.072	15.82	9.3945	6.7799	
1218.0	21.51	19.265	20.057	15.792	9.3676	6.7812	
1219.0	21.501	19.252	20.043	15.814	9.3787	6.7488	
1220.0	21.491	19.239	20.028	15.812	9.3724	6.7566	
1221.0	21.482	19.226	20.014	15.792	9.3678	6.7577	
1222.0	21.472	19.213	19.999	15.806	9.4041	6.7482	
1223.0	21.463	19.2	19.985	15.808	9.3612	6.7497	
1224.0	21.453	19.187	19.97	15.802	9.3661	6.7322	
1225.0	21.444	19.174	19.956	15.793	9.3623	6.7376	
1226.0	21.434	19.161	19.942	15.803	9.3763	6.7294	
1227.0	21.425	19.148	19.927	15.81	9.3589	6.7325	
1228.0	21.415	19.135	19.913	15.774	9.3448	6.7237	
1229.0	21.406	19.123	19.899	15.767	9.3236	6.7278	
1230.0	21.396	19.11	19.885	15.774	9.3573	6.7086	
1231.0	21.387	19.097	19.87	15.796	9.3605	6.676	
1232.0	21.377	19.084	19.856	15.789	9.3331	6.7336	
1233.0	21.368	19.071	19.842	15.803	9.3612	6.6865	
