	65	65	70	70	75	75	
300	32.794	151.99	29.759	137.52	26.892	115.07	
310	36.756	85.884	38.967	65.189	41.379	46.052	
320	40.595	69.846	39.308	58.664	39.306	45.597	
330	30.647	117.75	28.965	103.91	28.145	84.505	
340	29.874	159.54	25.525	156.89	19.199	150.55	
350	30.086	161.49	26.161	148.1	21.997	124.97	
360	32.118	126.13	31.03	105.13	31.588	79.925	
370	37.062	97.747	38.505	77.948	40.457	57.954	
380	53.541	81.172	57.662	60.58	58.678	38.95	
390	76.026	42.954	65.473	41.346	57.727	34.094	
400	47.604	77.472	44.593	63.733	43.093	48.918	
410	36.549	87.713	35.708	72.612	36.123	55.759	
420	31.395	98.452	30.6	82.36	31.235	63.389	
430	28.233	110.03	26.656	93.53	26.644	72.175	
440	25.929	122.15	23.167	106.16	21.834	82.185	
450	24.118	134.6	20.011	120.49	16.76	94	
460	22.69	147.22	17.311	136.9	11.667	109.68	
470	21.615	159.82	15.293	155.56	7.1897	136.36	
480	20.889	172.21	14.175	175.79	5.1962	170.75	
490	20.495	175.87	14.023	164.17	7.2406	123.54	
500	20.407	164.64	14.682	146.28	10.682	101.69	
510	20.584	154.28	15.88	131.46	14.088	89.717	
520	20.978	144.89	17.365	119.59	17.17	81.74	
530	21.543	136.49	18.965	110.12	19.896	75.832	
540	22.241	129.06	20.585	102.51	22.298	71.207	
550	23.039	122.52	22.176	96.322	24.426	67.471	
560	23.917	116.79	23.722	91.237	26.334	64.4	
570	24.859	111.8	25.221	87.018	28.068	61.848	
580	25.858	107.44	26.682	83.492	29.672	59.715	
590	26.91	103.64	28.118	80.529	31.182	57.924	
600	28.017	100.34	29.543	78.029	32.631	56.415	
610	29.183	97.474	30.974	75.911	34.047	55.136	
620	30.413	94.981	32.427	74.111	35.453	54.044	
630	31.715	92.816	33.919	72.573	36.873	53.098	
640	33.1	90.937	35.466	71.247	38.324	52.258	
650	34.577	89.304	37.082	70.091	39.823	51.486	
660	36.157	87.883	38.783	69.061	41.385	50.741	
670	37.852	86.64	40.582	68.117	43.02	49.982	
680	39.673	85.546	42.492	67.217	44.739	49.163	
690	41.632	84.569	44.523	66.318	46.543	48.232	
700	43.739	83.68	46.682	65.371	48.433	47.133	
710	46.006	82.85	48.974	64.321	50.403	45.8	
720	48.438	82.044	51.396	63.104	52.436	44.161	
730	51.041	81.228	53.943	61.642	54.51	42.134	
740	53.817	80.359	56.597	59.836	56.589	39.628	
750	56.762	79.382	59.332	57.562	58.629	36.548	
760	59.865	78.227	62.109	54.653	60.571	32.804	
770	63.11	76.793	64.87	50.892	62.348	28.325	
780	66.469	74.927	67.538	46.001	63.885	23.088	
790	69.905	72.377	70.006	39.64	65.111	17.145	
800	73.362	68.7	72.137	31.472	65.965	10.652	
810	76.758	63.044	73.768	21.332	66.413	3.8628	
820	79.943	53.617	74.741	9.5307	66.454	2.9088	
830	82.603	36.661	74.96	2.9593	66.119	9.3614	
840	84.038	7.7076	74.451	14.818	65.466	15.268	
850	83.512	24.808	73.352	25.062	64.565	20.503	
860	81.514	46.172	71.847	33.372	63.486	25.037	
870	78.935	57.962	70.099	39.903	62.292	28.903	
880	76.21	64.821	68.232	44.987	61.032	32.168	
890	73.508	69.161	66.329	48.955	59.747	34.913	
900	70.899	72.108	64.446	52.08	58.466	37.219	
910	68.416	74.222	62.616	54.567	57.208	39.156	
920	66.071	75.806	60.858	56.572	55.987	40.789	
930	63.868	77.034	59.184	58.208	54.813	42.17	
940	61.806	78.016	57.597	59.558	53.689	43.343	
950	59.878	78.823	56.1	60.685	52.618	44.344	
960	58.078	79.5	54.689	61.637	51.6	45.203	
970	56.398	80.081	53.363	62.449	50.635	45.943	
980	54.832	80.589	52.115	63.15	49.72	46.585	
990	53.369	81.041	50.942	63.76	48.854	47.145	
1000	52.003	81.45	49.84	64.297	48.035	47.637	
