	65	65	70	70	75	75	
300	32.869	160.19	29.415	154.19	24.601	143.27	
310	31.555	177.03	27.394	174.3	21.19	169.11	
320	30.586	155.4	26.833	144.17	22.586	124.58	
330	30.301	134.65	27.875	117.45	26.622	93.229	
340	31.271	116.04	30.421	96.528	31.139	73.497	
350	34.108	101.18	34.45	82.032	35.875	61.589	
360	39.948	91.397	40.861	73.609	41.975	55.242	
370	51.762	85.483	52.826	67.631	52.606	49.401	
380	70.869	70.424	69.421	43.054	64.713	23.628	
390	79.943	20.945	71.631	18.981	64.073	15.284	
400	67.526	62.629	62.437	46.837	57.544	33.837	
410	57.526	72.645	54.712	56.824	51.973	41.927	
420	50.683	77.684	49.168	61.893	47.815	46.207	
430	45.944	81.086	45.183	65.122	44.724	48.878	
440	42.537	83.769	42.222	67.531	42.359	50.799	
450	39.982	86.067	39.932	69.517	40.479	52.328	
460	37.99	88.121	38.092	71.25	38.931	53.627	
470	36.384	90.001	36.567	72.815	37.617	54.771	
480	35.052	91.745	35.268	74.255	36.472	55.805	
490	33.92	93.378	34.137	75.596	35.454	56.751	
500	32.941	94.916	33.134	76.855	34.533	57.624	
510	32.078	96.372	32.231	78.044	33.691	58.435	
520	31.308	97.754	31.409	79.17	32.91	59.19	
530	30.613	99.069	30.652	80.24	32.182	59.896	
540	29.98	100.32	29.95	81.259	31.497	60.555	
550	29.398	101.52	29.295	82.231	30.849	61.172	
560	28.859	102.67	28.68	83.16	30.235	61.749	
570	28.359	103.77	28.1	84.049	29.65	62.289	
580	27.891	104.83	27.552	84.9	29.092	62.795	
590	27.453	105.85	27.032	85.717	28.557	63.269	
600	27.04	106.83	26.537	86.502	28.045	63.713	
610	26.651	107.77	26.065	87.257	27.553	64.129	
620	26.283	108.68	25.614	87.985	27.08	64.519	
630	25.934	109.56	25.183	88.686	26.624	64.885	
640	25.602	110.41	24.769	89.364	26.185	65.228	
650	25.286	111.23	24.373	90.019	25.762	65.55	
660	24.986	112.03	23.992	90.653	25.353	65.853	
670	24.699	112.81	23.625	91.267	24.958	66.136	
680	24.424	113.56	23.273	91.863	24.576	66.403	
690	24.162	114.29	22.933	92.442	24.207	66.653	
700	23.91	115	22.605	93.005	23.849	66.888	
710	23.669	115.69	22.289	93.553	23.502	67.109	
720	23.438	116.37	21.983	94.086	23.166	67.317	
730	23.216	117.02	21.688	94.606	22.841	67.512	
740	23.002	117.66	21.403	95.113	22.525	67.695	
750	22.797	118.29	21.127	95.609	22.218	67.868	
760	22.599	118.9	20.859	96.093	21.92	68.03	
770	22.409	119.49	20.6	96.567	21.63	68.182	
780	22.225	120.08	20.349	97.031	21.349	68.325	
790	22.048	120.65	20.105	97.485	21.075	68.459	
800	21.877	121.2	19.869	97.93	20.809	68.585	
810	21.712	121.75	19.64	98.367	20.55	68.703	
820	21.553	122.28	19.417	98.795	20.297	68.814	
830	21.399	122.81	19.201	99.216	20.051	68.918	
840	21.25	123.32	18.99	99.629	19.812	69.015	
850	21.106	123.82	18.786	100.04	19.579	69.106	
860	20.966	124.32	18.587	100.44	19.351	69.191	
870	20.831	124.8	18.394	100.83	19.129	69.271	
880	20.701	125.28	18.205	101.22	18.913	69.345	
890	20.574	125.74	18.022	101.6	18.701	69.414	
900	20.451	126.2	17.843	101.97	18.495	69.479	
910	20.332	126.65	17.669	102.34	18.294	69.538	
920	20.216	127.1	17.499	102.71	18.097	69.594	
930	20.104	127.53	17.334	103.07	17.904	69.645	
940	19.995	127.96	17.173	103.42	17.716	69.692	
950	19.89	128.38	17.015	103.78	17.533	69.736	
960	19.787	128.79	16.862	104.12	17.353	69.776	
970	19.687	129.2	16.712	104.46	17.177	69.812	
980	19.59	129.6	16.566	104.8	17.005	69.845	
990	19.496	129.99	16.423	105.14	16.837	69.875	
1000	19.404	130.38	16.283	105.47	16.672	69.902	
