	65	70	75	
400	166.08	159.79	143.71	
410	166.8	160.26	142.88	
420	167.19	160.22	141.41	
430	167.96	161.05	140.95	
440	167.8	161.02	139.35	
450	167.99	161.57	137.98	
460	168.67	162.18	136.69	
470	168.78	161.91	135.44	
480	169.07	162.35	134.06	
490	169.25	161.92	132.24	
500	169.34	162.24	130.82	
510	169.58	162.5	129.58	
520	169.87	162.58	127.67	
530	170.25	162.55	125.76	
540	170.18	162.75	124.44	
550	170.25	163.01	122.54	
560	170.52	163.17	120.74	
570	170.74	163.28	119	
580	170.67	163.36	117.23	
590	170.87	163.43	115.19	
600	171.22	163.75	113.25	
610	171.07	163.74	111.52	
620	171.28	163.89	109.22	
630	171.47	164.99	106.68	
640	171.63	164.35	105.59	
650	172.07	164.59	103.61	
660	171.68	164.98	101.83	
670	171.88	164.39	99.742	
680	172.22	164.63	97.621	
690	172.5	165.37	95.419	
700	172.14	165.22	93.952	
710	172.36	165.47	91.802	
720	172.68	165.21	90.12	
730	172.73	165.25	88.24	
740	172.98	165.65	85.673	
750	173.33	165.38	84.102	
760	172.99	165.72	82.799	
770	172.89	165.88	79.494	
780	173.38	166.55	79.892	
790	173.13	166.63	77.161	
800	172.96	165.77	76.09	
810	173.13	166.5	74.145	
820	173.18	166.46	71.977	
830	173.32	166.68	70.733	
840	173.38	167.06	69.766	
850	173.2	166.79	67.456	
860	173.79	166.92	66.822	
870	173.58	167.91	65.302	
880	173.88	167.28	63.449	
890	174.03	167.41	62.271	
900	173.92	167.56	60.397	
910	173.71	167.53	59.494	
920	173.8	167.77	58.523	
930	174.39	167.7	56.978	
940	173.93	168.22	55.991	
950	174.04	167.7	55.603	
960	174.53	168.34	54.349	
970	173.78	167.88	53.792	
980	174.22	168.32	52.08	
990	174.55	168.74	50.406	
1000	173.99	167.4	50.271	
