	65	70	75	
400	114.39	96.829	75.356	
410	115.06	97.207	75.297	
420	115.73	97.532	75.263	
430	116.37	97.907	75.209	
440	117.01	98.35	75.166	
450	117.69	98.73	75.142	
460	118.34	99.1	75.11	
470	118.95	99.553	75.124	
480	119.59	99.953	75.102	
490	120.24	100.4	75.082	
500	120.88	100.8	75.087	
510	121.5	101.24	75.072	
520	122.14	101.64	75.081	
530	122.72	102.09	75.021	
540	123.35	102.5	75.016	
550	123.94	102.9	75.034	
560	124.55	103.34	75.002	
570	125.12	103.73	74.977	
580	125.68	104.12	74.95	
590	126.25	104.56	74.927	
600	126.82	104.98	74.93	
610	127.39	105.32	74.876	
620	127.95	105.75	74.886	
630	128.42	106.21	74.818	
640	129.07	106.54	74.759	
650	129.5	106.98	74.762	
660	130	107.31	74.695	
670	130.49	107.7	74.646	
680	130.98	108.09	74.612	
690	131.49	108.51	74.596	
700	131.99	108.89	74.526	
710	132.43	109.27	74.481	
720	132.89	109.56	74.452	
730	133.35	109.93	74.372	
740	133.79	110.3	74.322	
750	134.28	110.72	74.255	
760	134.74	111.11	74.271	
770	135.13	111.43	74.116	
780	135.6	111.87	74.067	
790	135.99	112.15	74.039	
800	136.4	112.5	73.987	
810	136.75	112.9	73.954	
820	137.23	113.21	73.869	
830	137.55	113.49	73.82	
840	137.94	113.84	73.744	
850	138.32	114.19	73.639	
860	138.77	114.54	73.581	
870	139.04	114.85	73.545	
880	139.46	115.25	73.429	
890	139.8	115.53	73.323	
900	140.14	115.83	73.249	
910	140.46	116.15	73.191	
920	140.76	116.45	73.126	
930	141.13	116.77	73.021	
940	141.48	117.11	72.937	
950	141.81	117.39	72.826	
960	142.12	117.64	72.732	
970	142.42	118.04	72.68	
980	142.76	118.32	72.562	
990	143.05	118.62	72.504	
1000	143.29	118.91	72.396	
