	65	70	75	
400	25.88	20.725	14.056	
410	24.873	19.471	12.713	
420	24.043	18.457	11.566	
430	23.334	17.557	10.676	
440	22.655	16.83	9.6484	
450	22.187	16.181	9.049	
460	21.705	15.601	8.4032	
470	21.314	15.118	7.9109	
480	20.888	14.668	7.3904	
490	20.527	14.199	6.9754	
500	20.261	13.842	6.6108	
510	19.955	13.513	6.2158	
520	19.702	13.181	5.9435	
530	19.442	12.862	5.6393	
540	19.201	12.605	5.3962	
550	19.017	12.342	5.1681	
560	18.813	12.121	4.9559	
570	18.629	11.906	4.7484	
580	18.467	11.715	4.595	
590	18.294	11.526	4.4316	
600	18.159	11.35	4.2449	
610	18.012	11.182	4.1401	
620	17.873	11.023	3.9855	
630	17.751	10.887	3.9051	
640	17.627	10.728	3.753	
650	17.532	10.613	3.6474	
660	17.43	10.485	3.5553	
670	17.326	10.376	3.497	
680	17.225	10.225	3.3892	
690	17.142	10.14	3.3404	
700	17.055	10.035	3.2793	
710	16.947	9.9397	3.2241	
720	16.895	9.8092	3.1756	
730	16.817	9.75	3.0942	
740	16.754	9.6523	3.1147	
750	16.667	9.5819	2.9804	
760	16.586	9.5081	2.9303	
770	16.534	9.4016	2.9057	
780	16.484	9.3321	2.8794	
790	16.402	9.2681	2.7661	
800	16.358	9.1846	2.8294	
810	16.308	9.1527	2.7922	
820	16.253	9.0825	2.7654	
830	16.206	9.014	2.7415	
840	16.153	8.9689	2.7136	
850	16.143	8.9163	2.7084	
860	16.07	8.845	2.7201	
870	16.012	8.7727	2.6753	
880	15.975	8.7493	2.6574	
890	15.939	8.7114	2.6334	
900	15.913	8.6708	2.6418	
910	15.858	8.6318	2.6368	
920	15.818	8.5764	2.6069	
930	15.792	8.5103	2.5885	
940	15.767	8.4837	2.548	
950	15.736	8.4657	2.5707	
960	15.7	8.3888	2.5771	
970	15.661	8.3887	2.5549	
980	15.634	8.334	2.586	
990	15.596	8.2921	2.5696	
1000	15.572	8.2713	2.6307	
