	65	65	70	70	75	75	
300	37.036	87.662	38.894	67.346	41.064	48.16	
310	36.006	79.437	35.765	66.238	36.573	51.243	
320	30.529	132.8	27.87	121.2	25.376	102.65	
330	30.074	178.93	25.514	176.25	18.877	166.95	
340	30.438	138.68	28.065	119.39	27.167	92.976	
350	34.185	104.36	34.945	83.447	36.813	61.813	
360	50.322	88.135	54.024	69.276	55.736	48.893	
370	70.573	88.296	62.752	66.064	56.3	48.978	
380	41.743	88.353	40.391	73.02	40.084	56.279	
390	33.776	99.817	32.976	84.253	33.362	65.789	
400	29.759	114.27	27.993	98.87	27.47	78.197	
410	27.062	129.86	23.766	116.22	21.2	93.717	
420	25.047	146.04	20.15	136.67	14.659	115.07	
430	23.588	162.37	17.547	160.34	9.2709	151.56	
440	22.687	178.34	16.406	174.31	8.3782	151.69	
450	22.333	166.57	16.757	150.66	11.91	113.47	
460	22.469	152.86	18.153	131.3	16.234	94.276	
470	23.002	140.83	20.064	116.51	20.138	82.822	
480	23.835	130.54	22.142	105.41	23.465	75.07	
490	24.885	121.93	24.221	97.037	26.295	69.491	
500	26.096	114.82	26.245	90.688	28.751	65.372	
510	27.435	109.03	28.215	85.857	30.949	62.314	
520	28.887	104.37	30.157	82.2	32.99	60.067	
530	30.453	100.68	32.109	79.47	34.957	58.454	
540	32.143	97.821	34.112	77.487	36.923	57.342	
550	33.973	95.677	36.211	76.112	38.952	56.62	
560	35.965	94.155	38.45	75.233	41.099	56.188	
570	38.144	93.179	40.87	74.756	43.417	55.946	
580	40.535	92.688	43.514	74.598	45.948	55.789	
590	43.161	92.638	46.417	74.686	48.728	55.597	
600	46.044	93	49.611	74.945	51.778	55.224	
610	49.199	93.766	53.116	75.302	55.101	54.48	
620	52.631	94.954	56.942	75.671	58.668	53.112	
630	56.334	96.618	61.077	75.952	62.413	50.752	
640	60.28	98.871	65.489	75.996	66.21	46.856	
650	64.421	101.93	70.12	75.55	69.855	40.618	
660	68.676	106.2	74.883	74.089	73.032	30.968	
670	72.917	112.51	79.656	70.196	75.3	17.079	
680	76.928	122.55	84.198	58.267	76.208	0.073726	
690	80.289	139.78	87.207	4.9142	75.627	16.904	
700	82.149	168.1	84.955	57.838	73.913	30.212	
710	81.651	159.89	81.038	72.204	71.58	39.511	
720	79.354	137.89	77.157	76.861	69.016	45.744	
730	76.351	125.21	73.514	78.804	66.441	49.913	
740	73.206	117.57	70.152	79.669	63.971	52.73	
750	70.142	112.57	67.077	80.02	61.658	54.656	
760	67.244	109.06	64.276	80.101	59.519	55.985	
770	64.546	106.47	61.731	80.035	57.557	56.906	
780	62.053	104.49	59.42	79.889	55.764	57.543	
790	59.76	102.92	57.322	79.7	54.127	57.981	
800	57.656	101.66	55.413	79.492	52.631	58.279	
810	55.726	100.62	53.675	79.28	51.264	58.476	
820	53.955	99.764	52.087	79.073	50.012	58.602	
830	52.329	99.051	50.635	78.877	48.862	58.677	
840	50.833	98.455	49.301	78.695	47.803	58.716	
850	49.455	97.955	48.074	78.53	46.826	58.731	
860	48.183	97.538	46.941	78.384	45.921	58.73	
870	47.005	97.191	45.893	78.255	45.08	58.718	
880	45.914	96.904	44.92	78.144	44.297	58.7	
890	44.9	96.67	44.014	78.052	43.565	58.68	
900	43.955	96.483	43.169	77.977	42.88	58.659	
910	43.073	96.337	42.378	77.918	42.237	58.64	
920	42.248	96.227	41.636	77.875	41.631	58.623	
930	41.475	96.15	40.938	77.848	41.058	58.609	
940	40.749	96.102	40.279	77.834	40.517	58.6	
950	40.065	96.081	39.658	77.835	40.003	58.595	
960	39.42	96.084	39.069	77.848	39.514	58.595	
970	38.811	96.108	38.511	77.872	39.049	58.599	
980	38.234	96.152	37.98	77.908	38.605	58.608	
990	37.687	96.214	37.474	77.955	38.179	58.622	
1000	37.167	96.292	36.991	78.011	37.772	58.64	
