	65	65	70	70	75	75	
300	32.461	142.6	29.651	134.31	26.208	120.04	
310	31.311	148.01	28.249	131.35	25.927	106.24	
320	38.591	82.397	41.36	61.753	43.808	42.916	
330	40.521	73.452	39.097	61.617	39.024	47.904	
340	30.834	118.5	29.017	105.23	27.958	86.248	
350	30	161.43	25.576	160.39	19.001	157.19	
360	30.911	156.9	27.501	141.39	24.405	116.62	
370	33.045	118.44	32.751	96.786	33.994	72.583	
380	38.297	93.209	40.494	73.865	42.79	54.701	
390	57.998	79.166	62.822	55.152	62.832	29.849	
400	73.852	60.4	63.332	50.706	55.925	39.984	
410	46.847	81.499	43.792	66.919	42.331	51.31	
420	36.401	90.165	35.353	74.829	35.635	57.582	
430	31.316	100.24	30.268	84.249	30.677	65.063	
440	28.065	111.61	26.189	95.447	25.841	73.917	
450	25.629	123.85	22.503	108.49	20.674	84.255	
460	23.7	136.71	19.168	123.74	15.2	96.983	
470	22.203	149.96	16.395	141.74	9.7971	115.63	
480	21.133	163.34	14.51	162.55	5.5928	154.19	
490	20.491	176.5	13.768	175.23	5.6924	141.52	
500	20.255	170.93	14.144	154.38	9.2068	108.22	
510	20.379	159.27	15.33	136.95	13.067	93.077	
520	20.797	148.76	16.957	123.27	16.585	83.935	
530	21.44	139.47	18.76	112.68	19.669	77.506	
540	22.249	131.38	20.591	104.44	22.354	72.642	
550	23.176	124.41	22.379	97.931	24.703	68.829	
560	24.188	118.44	24.1	92.739	26.783	65.79	
570	25.264	113.36	25.753	88.564	28.658	63.354	
580	26.393	109.06	27.352	85.194	30.381	61.405	
590	27.569	105.43	28.912	82.476	31.999	59.858	
600	28.795	102.39	30.456	80.294	33.554	58.645	
610	30.075	99.864	32.003	78.562	35.079	57.713	
620	31.417	97.788	33.575	77.207	36.607	57.014	
630	32.83	96.112	35.193	76.173	38.165	56.505	
640	34.325	94.789	36.877	75.41	39.778	56.145	
650	35.913	93.781	38.648	74.878	41.47	55.893	
660	37.607	93.058	40.524	74.537	43.261	55.709	
670	39.419	92.591	42.524	74.352	45.17	55.545	
680	41.362	92.361	44.664	74.291	47.211	55.352	
690	43.446	92.35	46.961	74.318	49.395	55.069	
700	45.683	92.547	49.425	74.401	51.727	54.626	
710	48.079	92.948	52.067	74.502	54.204	53.936	
720	50.641	93.553	54.891	74.577	56.815	52.891	
730	53.371	94.373	57.896	74.576	59.534	51.348	
740	56.264	95.435	61.072	74.431	62.318	49.122	
750	59.313	96.778	64.403	74.045	65.104	45.967	
760	62.5	98.476	67.862	73.271	67.803	41.567	
770	65.801	100.65	71.411	71.858	70.29	35.543	
780	69.178	103.51	74.995	69.337	72.407	27.535	
790	72.581	107.42	78.535	64.699	73.966	17.428	
800	75.934	113.08	81.882	55.431	74.799	5.7046	
810	79.11	121.93	84.639	34.579	74.828	6.4248	
820	81.857	136.88	85.651	6.8904	74.121	17.55	
830	83.627	162.22	84.136	42.654	72.854	26.807	
840	83.663	165.53	81.497	58.93	71.228	34.054	
850	82.077	140.91	78.624	66.503	69.41	39.563	
860	79.716	126.49	75.779	70.518	67.516	43.708	
870	77.112	117.95	73.047	72.848	65.625	46.828	
880	74.485	112.47	70.459	74.275	63.781	49.188	
890	71.928	108.7	68.028	75.174	62.013	50.983	
900	69.482	105.94	65.755	75.743	60.335	52.357	
910	67.164	103.84	63.637	76.1	58.754	53.414	
920	64.982	102.18	61.665	76.315	57.269	54.23	
930	62.934	100.85	59.832	76.434	55.879	54.862	
940	61.017	99.747	58.128	76.486	54.58	55.351	
950	59.226	98.828	56.544	76.493	53.366	55.732	
960	57.552	98.053	55.07	76.47	52.231	56.026	
970	55.989	97.392	53.698	76.428	51.171	56.254	
980	54.529	96.828	52.419	76.373	50.179	56.43	
990	53.164	96.342	51.225	76.313	49.25	56.565	
1000	51.888	95.925	50.109	76.249	48.378	56.668	
