	65	70	75	
400	26.521	21.973	16.974	
410	25.474	20.634	15.559	
420	24.66	19.631	14.416	
430	23.939	18.762	13.524	
440	23.306	17.99	12.686	
450	22.743	17.328	12.004	
460	22.273	16.74	11.325	
470	21.806	16.17	10.779	
480	21.412	15.702	10.283	
490	21.053	15.286	9.8427	
500	20.719	14.892	9.4617	
510	20.433	14.495	9.0875	
520	20.147	14.174	8.7445	
530	19.889	13.858	8.4382	
540	19.646	13.546	8.1651	
550	19.418	13.288	7.9087	
560	19.205	13.005	7.6706	
570	19.023	12.79	7.4337	
580	18.856	12.574	7.2469	
590	18.684	12.366	7.0454	
600	18.512	12.159	6.8749	
610	18.375	11.988	6.6944	
620	18.244	11.83	6.5419	
630	18.089	11.655	6.3912	
640	17.971	11.502	6.2705	
650	17.858	11.342	6.1124	
660	17.743	11.197	5.992	
670	17.648	11.069	5.8712	
680	17.521	10.946	5.7769	
690	17.446	10.826	5.6644	
700	17.329	10.724	5.5766	
710	17.248	10.569	5.4378	
720	17.156	10.493	5.3752	
730	17.07	10.369	5.3039	
740	17.003	10.296	5.2187	
750	16.945	10.197	5.1203	
760	16.843	10.114	5.0296	
770	16.791	10.021	5.0148	
780	16.739	9.9335	4.9021	
790	16.655	9.8483	4.8317	
800	16.606	9.7684	4.8187	
810	16.52	9.71	4.7311	
820	16.473	9.6068	4.6698	
830	16.432	9.5606	4.6173	
840	16.374	9.4877	4.5507	
850	16.327	9.4358	4.5345	
860	16.279	9.378	4.4398	
870	16.235	9.2921	4.4197	
880	16.183	9.2383	4.3688	
890	16.147	9.1829	4.329	
900	16.105	9.1352	4.2794	
910	16.071	9.0788	4.2473	
920	16.027	9.0238	4.2119	
930	15.976	8.9951	4.1768	
940	15.952	8.9383	4.1843	
950	15.911	8.8703	4.1008	
960	15.881	8.813	4.0709	
970	15.862	8.7972	4.0522	
980	15.818	8.7482	4.0316	
990	15.778	8.7183	3.9981	
1000	15.764	8.6821	3.9608	
