	65	70	75	
400	168.03	161.94	147.85	
410	168.21	162.76	147.17	
420	168.96	162.79	146.27	
430	168.7	162.98	145.19	
440	170.43	163.3	143.82	
450	169.9	163.07	143.03	
460	170.31	164.03	142.15	
470	169.88	164.3	140.25	
480	170.88	164.5	139.13	
490	170.71	164.56	137.5	
500	170.89	164.83	135.73	
510	171.23	164.78	133.79	
520	171.4	165.46	132.77	
530	171.25	165.18	130.76	
540	171.42	165.3	129.07	
550	171.6	165.52	127.03	
560	171.88	165.74	125.37	
570	171.97	165.57	123.63	
580	172.55	165.5	121.64	
590	172.36	165.95	119.15	
600	172.13	165.95	117.12	
610	172.59	165.89	114.96	
620	172.71	166.19	112.74	
630	173.58	166.91	110.69	
640	173.54	166.3	108.55	
650	173.21	166.65	106.17	
660	173.25	166.96	104.22	
670	173.1	166.45	101.29	
680	173.16	167.12	99.342	
690	173.47	167.16	97.292	
700	173.84	167.11	94.672	
710	173.81	167.23	92.577	
720	174.29	167.73	90.257	
730	174.22	167.72	88.251	
740	174.15	167.23	85.717	
750	173.89	168	82.926	
760	174.49	168.45	81.94	
770	174.22	167.75	79.659	
780	173.81	168.42	77.486	
790	174.14	169.2	74.883	
800	174.48	169.02	73.561	
810	175.12	167.69	70.66	
820	174.27	168.64	69.185	
830	174.61	168.77	68.199	
840	174.9	169.55	66.035	
850	175.74	168.22	64.556	
860	175.13	168.5	63.399	
870	175.06	168.82	60.558	
880	175.03	169.31	59.319	
890	175.03	169.75	58.014	
900	175.61	169.69	56.715	
910	174.83	169.54	55.745	
920	175.31	169.46	54.262	
930	175.09	169.8	52.935	
940	174.61	168.98	52.015	
950	175.01	169.65	52.249	
960	175.79	168.64	51.459	
970	176.56	170.11	48.098	
980	174.87	169.88	47.581	
990	175.76	170.16	46.171	
1000	175.26	170.03	46.196	
