	65	70	75	
400	25.779	20.299	12.97	
410	24.777	19.111	11.492	
420	23.943	18.07	10.216	
430	23.264	17.181	9.2646	
440	22.605	16.464	8.424	
450	22.102	15.832	7.7182	
460	21.592	15.251	7.0593	
470	21.189	14.713	6.5842	
480	20.806	14.27	6.0583	
490	20.449	13.885	5.6319	
500	20.164	13.512	5.2354	
510	19.861	13.187	4.8764	
520	19.602	12.86	4.5647	
530	19.356	12.563	4.2925	
540	19.138	12.314	3.9921	
550	18.929	12.067	3.7669	
560	18.754	11.851	3.5628	
570	18.54	11.628	3.3358	
580	18.38	11.43	3.1662	
590	18.224	11.265	3.0042	
600	18.1	11.077	2.8726	
610	17.952	10.895	2.7284	
620	17.834	10.763	2.6006	
630	17.676	10.613	2.5438	
640	17.584	10.492	2.4054	
650	17.474	10.376	2.3138	
660	17.39	10.26	2.1987	
670	17.292	10.156	2.1638	
680	17.195	10.02	2.0894	
690	17.093	9.9309	2.0439	
700	17	9.8248	1.9067	
710	16.924	9.7248	1.9541	
720	16.805	9.6545	1.9069	
730	16.774	9.533	1.8317	
740	16.687	9.4883	1.7268	
750	16.638	9.405	1.7653	
760	16.576	9.3207	1.7237	
770	16.5	9.2568	1.8049	
780	16.447	9.1804	1.7541	
790	16.398	9.1125	1.6899	
800	16.351	9.0386	1.7492	
810	16.302	8.9875	1.7464	
820	16.225	8.9264	1.7087	
830	16.189	8.8794	1.7165	
840	16.124	8.8328	1.7419	
850	16.118	8.753	1.7122	
860	16.007	8.6976	1.7124	
870	16.001	8.6749	1.7617	
880	15.958	8.6196	1.7417	
890	15.924	8.5813	1.7512	
900	15.891	8.5391	1.7613	
910	15.847	8.4955	1.8014	
920	15.823	8.4577	1.7811	
930	15.781	8.4021	1.791	
940	15.749	8.373	1.8388	
950	15.716	8.356	1.8008	
960	15.686	8.3361	1.7996	
970	15.651	8.2776	1.8498	
980	15.623	8.2359	1.866	
990	15.601	8.1986	1.8461	
1000	15.579	8.1731	1.9286	
