	65	65	70	70	75	75	
300	43.01	252.79	45.859	269.05	48.794	-72.981	
310	52.428	246.18	59.866	256.67	67.989	-84.838	
320	68.613	210.06	79.951	173.31	78.083	78.365	
330	66.413	128.28	61.648	92.797	55.649	65.827	
340	52.52	101.91	48.789	80.695	46.183	60.591	
350	44.414	96.089	42.462	78.704	41.567	60.527	
360	40.098	97.848	38.969	82.108	38.74	64.453	
370	37.015	104.78	35.917	90.259	35.65	72.561	
380	33.772	113.24	32.105	99.596	31.234	81.38	
390	30.88	121.64	28.383	108.81	26.507	89.759	
400	28.521	130.13	25.091	118.46	21.905	98.609	
410	26.636	139	22.254	129.24	17.491	109.29	
420	25.092	148.24	19.829	141.4	13.337	123.39	
430	23.84	157.67	17.881	154.88	9.8176	143.85	
440	22.865	167.12	16.501	169.39	7.6756	174.46	
450	22.155	176.43	15.739	184.32	7.6816	209.93	
460	21.69	185.46	15.568	198.8	9.3942	236.56	
470	21.449	194.08	15.89	212.08	11.758	253.29	
480	21.402	202.21	16.577	223.74	14.207	264.29	
490	21.522	209.79	17.502	233.71	16.535	-87.861	
500	21.779	216.79	18.567	242.15	18.683	-81.88	
510	22.148	223.2	19.702	249.29	20.643	-77.113	
520	22.609	229.06	20.865	255.35	22.428	-73.192	
530	23.143	234.38	22.028	260.54	24.058	-69.896	
540	23.738	239.2	23.18	265	25.556	-67.085	
550	24.384	243.57	24.313	268.87	26.944	-64.659	
560	25.074	247.53	25.429	-87.757	28.243	-62.55	
570	25.806	251.12	26.53	-84.802	29.471	-60.704	
580	26.577	254.36	27.623	-82.2	30.645	-59.08	
590	27.388	257.29	28.714	-79.899	31.782	-57.644	
600	28.24	259.96	29.81	-77.857	32.894	-56.367	
610	29.138	262.37	30.92	-76.034	33.995	-55.222	
620	30.084	264.57	32.052	-74.399	35.097	-54.187	
630	31.083	266.57	33.215	-72.923	36.21	-53.238	
640	32.142	268.39	34.415	-71.579	37.344	-52.354	
650	33.265	-89.937	35.663	-70.342	38.507	-51.513	
660	34.46	-88.396	36.966	-69.186	39.708	-50.693	
670	35.734	-86.967	38.332	-68.089	40.952	-49.87	
680	37.093	-85.631	39.768	-67.024	42.245	-49.018	
690	38.545	-84.366	41.28	-65.965	43.59	-48.112	
700	40.096	-83.154	42.873	-64.885	44.989	-47.12	
710	41.756	-81.971	44.552	-63.753	46.441	-46.012	
720	43.528	-80.796	46.318	-62.535	47.94	-44.752	
730	45.42	-79.601	48.171	-61.191	49.481	-43.302	
740	47.434	-78.358	50.106	-59.678	51.05	-41.623	
750	49.574	-77.033	52.115	-57.943	52.631	-39.67	
760	51.838	-75.583	54.184	-55.926	54.203	-37.401	
770	54.222	-73.957	56.295	-53.555	55.738	-34.776	
780	56.717	-72.09	58.42	-50.746	57.206	-31.759	
790	59.308	-69.895	60.523	-47.404	58.57	-28.329	
800	61.973	-67.258	62.558	-43.423	59.793	-24.481	
810	64.678	-64.017	64.469	-38.699	60.839	-20.24	
820	67.378	-59.952	66.191	-33.143	61.674	-15.661	
830	70.008	-54.75	67.653	-26.722	62.274	-10.834	
840	72.478	-47.994	68.783	-19.493	62.625	-5.8757	
850	74.66	-39.173	69.521	-11.647	62.727	-0.9193	
860	76.387	-27.857	69.836	-3.5058	62.591	3.9064	
870	77.463	-14.135	69.729	4.5383	62.243	8.4917	
880	77.74	0.858	69.237	12.121	61.711	12.757	
890	77.215	15.198	68.425	18.989	61.03	16.654	
900	76.037	27.39	67.365	25.026	60.235	20.166	
910	74.419	37.033	66.13	30.228	59.356	23.3	
920	72.547	44.444	64.781	34.659	58.422	26.074	
930	70.554	50.135	63.37	38.416	57.456	28.52	
940	68.524	54.558	61.934	41.599	56.475	30.671	
950	66.513	58.057	60.501	44.304	55.495	32.56	
960	64.554	60.875	59.092	46.611	54.526	34.22	
970	62.667	63.185	57.72	48.59	53.577	35.681	
980	60.863	65.112	56.394	50.298	52.654	36.969	
990	59.146	66.744	55.119	51.782	51.76	38.108	
1000	57.518	68.146	53.898	53.08	50.897	39.118	
