	65	65	70	70	75	75	
300	57.553	157.32	57.163	120.24	53.457	84.692	
310	50.127	116.53	47.108	91.314	44.865	68.006	
320	43.423	103.88	41.443	85.117	40.503	65.897	
330	39.3	102.97	37.81	87.313	37.232	69.63	
340	36.554	107.62	34.947	94.001	34.069	77.044	
350	34.647	115.57	32.524	104.03	30.757	87.995	
360	33.565	126.62	30.71	118.2	27.442	104.77	
370	32.099	142.09	28.192	138.85	22.611	132.28	
380	29.467	157.26	24.478	160.19	17.04	165.53	
390	27.23	170.6	21.795	180.03	14.67	200.95	
400	25.791	182.73	20.622	198.29	15.561	230.25	
410	25.079	194.03	20.686	214.42	17.994	249.92	
420	24.878	204.41	21.499	227.95	20.727	262.87	
430	25.043	213.68	22.697	238.83	23.287	-88.226	
440	25.472	221.75	24.065	247.4	25.567	-81.864	
450	26.091	228.65	25.485	254.11	27.583	-77.208	
460	26.846	234.46	26.903	259.34	29.384	-73.774	
470	27.702	239.29	28.303	263.38	31.026	-71.261	
480	28.636	243.25	29.685	266.47	32.56	-69.474	
490	29.637	246.46	31.06	268.78	34.032	-68.277	
500	30.698	249	32.443	-89.579	35.48	-67.575	
510	31.819	250.93	33.854	-88.5	36.942	-67.297	
520	33.005	252.34	35.31	-87.916	38.452	-67.39	
530	34.259	253.26	36.831	-87.773	40.039	-67.812	
540	35.588	253.73	38.437	-88.033	41.737	-68.53	
550	37	253.8	40.147	-88.667	43.574	-69.515	
560	38.503	253.46	41.978	-89.655	45.581	-70.744	
570	40.102	252.76	43.948	269.01	47.786	-72.195	
580	41.802	251.67	46.07	267.33	50.216	-73.852	
590	43.605	250.22	48.357	265.3	52.894	-75.701	
600	45.51	248.38	50.812	262.88	55.836	-77.734	
610	47.511	246.15	53.434	260.04	59.052	-79.953	
620	49.595	243.48	56.211	256.69	62.537	-82.376	
630	51.743	240.33	59.116	252.73	66.275	-85.053	
640	53.926	236.67	62.106	247.99	70.229	-88.096	
650	56.104	232.41	65.113	242.23	74.345	268.23	
660	58.227	227.49	68.041	235.09	78.55	263.27	
670	60.232	221.85	70.749	226.13	82.726	254.8	
680	62.047	215.44	73.052	214.86	86.546	230.88	
690	63.598	208.27	74.718	201.09	87.324	144.29	
700	64.809	200.4	75.534	185.44	84.05	108.77	
710	65.625	192.05	75.408	169.56	80.41	98.63	
720	66.014	183.48	74.45	155.28	76.909	93.438	
730	65.982	175.03	72.899	143.51	73.629	89.967	
740	65.565	167	70.998	134.19	70.59	87.319	
750	64.827	159.62	68.931	126.88	67.794	85.148	
760	63.842	153	66.82	121.07	65.234	83.291	
770	62.679	147.15	64.738	116.4	62.895	81.662	
780	61.403	142.05	62.73	112.56	60.761	80.211	
790	60.063	137.6	60.818	109.36	58.813	78.904	
800	58.699	133.74	59.012	106.65	57.035	77.717	
810	57.34	130.39	57.317	104.32	55.41	76.636	
820	56.005	127.46	55.731	102.31	53.922	75.647	
830	54.708	124.9	54.249	100.55	52.557	74.739	
840	53.458	122.65	52.865	99.003	51.301	73.904	
850	52.26	120.66	51.574	97.632	50.144	73.136	
860	51.116	118.91	50.369	96.411	49.074	72.429	
870	50.027	117.35	49.243	95.319	48.083	71.776	
880	48.992	115.97	48.189	94.34	47.162	71.174	
890	48.009	114.74	47.201	93.458	46.304	70.618	
900	47.078	113.64	46.275	92.664	45.503	70.104	
910	46.194	112.65	45.405	91.946	44.752	69.63	
920	45.356	111.77	44.585	91.297	44.048	69.192	
930	44.56	110.98	43.813	90.709	43.386	68.787	
940	43.805	110.27	43.083	90.177	42.761	68.413	
950	43.088	109.63	42.393	89.694	42.17	68.068	
960	42.407	109.06	41.739	89.257	41.611	67.749	
970	41.758	108.55	41.118	88.862	41.08	67.454	
980	41.14	108.09	40.527	88.504	40.574	67.183	
990	40.551	107.68	39.965	88.18	40.093	66.932	
1000	39.99	107.32	39.429	87.888	39.633	66.701	
