	65	65	70	70	75	75	
300	35.516	85.668	37.749	63.831	40.412	44.137	
310	30.581	113.8	29.286	100.03	28.887	81.132	
320	30.665	172.25	26.385	163.38	20.7	146.86	
330	32.136	105.17	32.791	82.54	34.992	59.719	
340	64.206	33.949	55.72	36.815	50.435	31.765	
350	33.042	100.28	32.244	86.186	32.505	68.584	
360	31.055	144.19	27.541	137.71	22.952	125.27	
370	30.707	168.51	26.702	156.28	22.02	134.72	
380	30.7	127.52	29.611	105.15	30.473	78.715	
390	34.068	99.219	35.727	78.022	38.242	57.214	
400	45.796	83.779	50.065	64.671	52.573	45.121	
410	78.51	53.824	74.691	5.579	65.08	18.879	
420	58.011	79.004	51.62	64.019	47.661	48.988	
430	41.014	87.02	39.021	71.788	38.523	55.115	
440	33.749	95.347	32.633	79.625	32.96	61.398	
450	29.59	105.49	28.05	89.42	28.053	69.138	
460	26.636	116.98	24.039	101.19	22.915	78.305	
470	24.319	129.49	20.34	115.24	17.363	89.312	
480	22.489	142.77	17.09	132.22	11.609	104.2	
490	21.133	156.54	14.64	152.73	6.3674	132.35	
500	20.269	170.4	13.385	176.05	4.5221	158.78	
510	19.891	176.13	13.467	160.86	7.8734	112.11	
520	19.953	163.53	14.606	141.26	12.08	94.544	
530	20.377	152.16	16.339	126.09	15.934	84.867	
540	21.077	142.19	18.306	114.66	19.293	78.318	
550	21.971	133.61	20.308	105.98	22.192	73.476	
560	22.997	126.33	22.252	99.311	24.706	69.759	
570	24.109	120.21	24.108	94.118	26.914	66.87	
580	25.281	115.11	25.876	90.054	28.889	64.63	
590	26.498	110.89	27.571	86.877	30.696	62.919	
600	27.752	107.43	29.215	84.418	32.388	61.651	
610	29.046	104.63	30.83	82.552	34.013	60.759	
620	30.383	102.4	32.443	81.187	35.61	60.188	
630	31.772	100.69	34.076	80.251	37.217	59.895	
640	33.221	99.425	35.754	79.688	38.865	59.837	
650	34.742	98.57	37.498	79.454	40.585	59.979	
660	36.344	98.085	39.332	79.51	42.404	60.283	
670	38.04	97.943	41.274	79.827	44.349	60.714	
680	39.838	98.122	43.345	80.381	46.443	61.233	
690	41.748	98.609	45.562	81.154	48.707	61.797	
700	43.777	99.398	47.94	82.132	51.158	62.357	
710	45.931	100.49	50.491	83.31	53.808	62.856	
720	48.21	101.9	53.221	84.688	56.663	63.219	
730	50.611	103.65	56.135	86.281	59.717	63.349	
740	53.125	105.79	59.226	88.119	62.954	63.108	
750	55.736	108.36	62.481	90.257	66.341	62.289	
760	58.42	111.45	65.878	92.795	69.827	60.553	
770	61.138	115.19	69.382	95.914	73.331	57.314	
780	63.841	119.73	72.945	99.954	76.722	51.469	
790	66.46	125.29	76.495	105.61	79.77	40.898	
800	68.906	132.13	79.917	114.44	82.02	22.257	
810	71.067	140.51	82.959	130.36	82.755	4.6067	
820	72.806	150.62	84.936	161.46	81.707	29.359	
830	73.985	162.3	84.686	157.36	79.551	45.017	
840	74.501	174.93	82.595	131.24	76.972	53.904	
850	74.336	172.55	79.888	117.99	74.305	59.039	
860	73.572	161.13	77.075	110.44	71.698	62.111	
870	72.355	151.36	74.322	105.54	69.213	63.987	
880	70.837	143.31	71.692	102.05	66.877	65.132	
890	69.146	136.76	69.21	99.389	64.7	65.812	
900	67.374	131.45	66.882	97.267	62.679	66.186	
910	65.584	127.1	64.708	95.513	60.81	66.354	
920	63.819	123.51	62.684	94.028	59.082	66.381	
930	62.104	120.52	60.802	92.747	57.486	66.312	
940	60.454	117.99	59.052	91.626	56.011	66.177	
950	58.88	115.83	57.426	90.635	54.647	65.999	
960	57.383	113.98	55.913	89.751	53.383	65.792	
970	55.965	112.37	54.506	88.958	52.211	65.568	
980	54.625	110.97	53.195	88.243	51.123	65.334	
990	53.36	109.74	51.972	87.596	50.11	65.097	
1000	52.166	108.66	50.83	87.009	49.165	64.861	
